Trip_ID,Trip_Distance,Type_of_Cab,Customer_Since_Months,Life_Style_Index,Confidence_Life_Style_Index,Destination_Type,Customer_Rating,Cancellation_Last_1Month,Var1,Var2,Var3,Gender,label
T0005695459,35.63,D,10.0,2.80163,A,A,3.48125,1,,51,64,Male,3
T0005695460,30.29,B,3.0,3.10013,A,A,3.14375,0,,50,73,Male,1
T0005695461,53.28,B,3.0,2.87923,C,A,3.4125,0,,50,73,Male,2
T0005695464,32.0,C,,,,A,3.075,0,,46,64,Male,3
T0005695465,9.42,C,3.0,,,G,3.55125,1,33.0,53,67,Male,3
T0005695466,108.86,A,10.0,3.25373,B,A,2.025,5,,55,83,Male,3
T0005695467,38.49,D,,2.5669,B,A,1.67125,2,,51,73,Male,3
T0005695470,13.2,A,9.0,,,C,3.30125,0,,44,66,Male,1
T0005695471,29.66,,10.0,,,A,2.625,0,67.0,45,67,Male,3
T0005695473,47.67,C,10.0,2.55015,B,A,1.55,3,102.0,50,76,Male,2
T0005695479,109.02,,2.0,3.24034,C,A,3.245,3,,54,74,Male,3
T0005695482,60.89,,10.0,2.95472,B,A,3.845,0,,49,69,Male,1
T0005695483,29.81,B,4.0,2.61915,B,A,2.81,0,77.0,52,85,Male,2
T0005695485,31.1,A,10.0,,,A,3.00375,4,,55,81,Male,2
T0005695486,45.62,B,5.0,,,A,1.48375,0,62.0,60,102,Male,2
T0005695487,21.05,C,10.0,2.9524,C,C,2.77875,1,,48,63,Male,2
T0005695488,72.87,A,0.0,3.13979,C,E,3.52875,0,,48,66,Female,1
T0005695489,107.6,E,1.0,3.25685,B,B,3.17625,0,107.0,50,70,Male,3
T0005695491,45.54,E,10.0,2.61038,A,A,0.82875,0,,53,75,Male,3
T0005695492,45.73,,3.0,3.05297,A,A,2.21625,0,,46,80,Male,2
T0005695494,76.2,B,8.0,,,B,3.1025,1,65.0,47,67,Male,2
T0005695495,14.25,D,10.0,2.52031,A,A,1.545,0,,45,62,Male,3
T0005695498,34.3,B,10.0,3.11143,C,A,3.255,0,74.0,47,63,Male,2
T0005695499,42.79,D,10.0,2.56562,C,B,2.38125,1,,49,73,Male,3
T0005695500,10.54,B,0.0,2.50006,A,B,2.65125,0,48.0,50,76,Male,2
T0005695502,49.55,D,,2.59019,B,A,2.2225,0,57.0,52,72,Male,3
T0005695503,7.15,D,6.0,2.64027,A,D,4.29125,1,,50,66,Male,3
T0005695504,74.02,A,5.0,,,A,1.65625,0,,52,79,Male,1
T0005695505,11.15,D,10.0,2.59637,A,A,3.0175,1,33.0,49,67,Male,3
T0005695510,8.2,D,,2.27697,B,D,2.50875,1,40.0,48,65,Male,3
T0005695512,45.54,B,3.0,2.69321,A,A,2.79875,3,,49,75,Male,2
T0005695513,45.32,C,10.0,2.64811,C,B,1.69625,1,35.0,52,82,Female,2
T0005695514,47.86,B,10.0,2.95463,C,A,2.98375,0,54.0,51,76,Male,2
T0005695517,14.37,,8.0,2.77882,C,A,1.9875,3,83.0,54,80,Male,3
T0005695518,62.25,C,3.0,2.77229,C,A,2.19,0,,49,72,Male,2
T0005695519,44.75,A,10.0,2.95095,A,A,3.2425,0,36.0,53,76,Female,1
T0005695520,31.47,C,8.0,2.69874,A,A,1.5075,0,44.0,58,84,Male,2
T0005695521,74.28,,7.0,2.73459,C,C,3.05,0,100.0,45,69,Male,2
T0005695522,85.03,A,2.0,3.0949,C,A,3.595,1,,49,67,Female,1
T0005695525,44.75,C,0.0,2.95446,A,A,4.335,1,37.0,52,74,Male,2
T0005695527,34.1,C,2.0,,,A,3.13,0,78.0,47,62,Female,2
T0005695528,46.81,A,10.0,2.64598,A,B,3.37,0,,44,62,Male,1
T0005695529,48.21,A,8.0,2.65088,A,A,3.06375,1,70.0,58,79,Male,1
T0005695532,106.97,A,10.0,3.21745,C,B,3.20125,0,,52,106,Female,3
T0005695534,19.66,A,8.0,2.72984,A,C,4.10375,0,,45,63,Female,1
T0005695537,49.01,B,9.0,2.87149,B,A,3.485,1,50.0,51,75,Male,2
T0005695538,34.15,A,10.0,2.70518,A,A,3.02625,1,106.0,58,84,Male,1
T0005695541,30.27,D,2.0,,,A,1.22,0,,55,79,Male,2
T0005695543,18.94,B,10.0,,,A,4.3025,0,58.0,45,61,Male,2
T0005695544,45.06,B,2.0,2.70052,C,A,2.45125,4,,49,67,Female,1
T0005695545,20.92,,2.0,2.32102,C,E,3.545,1,,46,57,Male,2
T0005695549,43.14,A,1.0,2.63519,B,A,4.96625,1,,46,61,Male,1
T0005695552,45.42,C,0.0,2.87599,A,A,3.27625,0,,55,73,Female,2
T0005695553,59.96,,10.0,2.7408,B,A,2.9575,1,,53,72,Female,3
T0005695557,23.33,B,7.0,2.98249,B,C,2.13375,0,,62,113,Male,2
T0005695561,17.89,B,2.0,2.70504,A,A,3.26125,1,44.0,59,90,Male,1
T0005695562,48.78,,10.0,3.06329,C,B,4.19125,1,,47,62,Male,2
T0005695563,108.75,D,8.0,3.04514,B,A,2.86125,1,,55,76,Male,3
T0005695564,30.27,E,10.0,2.84313,A,B,3.37625,1,,50,66,Female,2
T0005695565,18.49,,0.0,,,E,4.11,0,,42,55,Female,2
T0005695567,33.72,E,2.0,2.56166,C,A,1.9875,0,,50,69,Male,3
T0005695569,31.97,D,1.0,2.57813,C,A,2.36375,0,102.0,47,65,Male,3
T0005695571,36.45,E,10.0,,,B,0.61625,1,37.0,48,76,Male,2
T0005695574,18.29,,10.0,2.87544,A,B,3.9425,0,,46,66,Female,1
T0005695575,61.18,D,10.0,2.99275,B,B,2.1425,1,,59,107,Male,2
T0005695577,62.62,C,5.0,2.84688,B,B,2.38125,0,90.0,48,67,Female,2
T0005695578,23.35,A,9.0,2.7848,A,B,2.60875,3,,50,80,Female,1
T0005695581,50.03,E,7.0,2.789,B,A,1.34875,2,,69,111,Male,3
T0005695583,22.47,B,8.0,2.65628,C,B,3.04375,2,,48,63,Male,2
T0005695584,44.71,,3.0,,,B,4.43125,1,,47,75,Male,2
T0005695585,32.97,A,3.0,2.46365,C,B,0.3325,1,,58,75,Male,3
T0005695586,70.94,E,3.0,2.7942,B,B,2.50625,0,,50,72,Male,1
T0005695587,60.53,B,0.0,2.90667,B,A,3.8675,0,,48,66,Male,2
T0005695588,61.4,A,10.0,2.77492,C,A,3.6275,0,106.0,51,78,Female,3
T0005695589,49.29,D,4.0,2.74302,B,A,1.4375,1,90.0,50,78,Male,3
T0005695590,3.79,A,2.0,2.54461,A,D,3.75875,2,,49,66,Male,3
T0005695591,15.1,B,1.0,2.37455,B,A,0.8,2,,51,63,Male,3
T0005695597,58.39,D,6.0,2.75279,C,A,1.7975,2,,49,64,Male,3
T0005695598,34.02,,7.0,2.75046,A,A,2.2225,0,106.0,50,66,Female,2
T0005695600,60.19,C,9.0,,,B,1.42375,5,39.0,48,84,Male,2
T0005695601,36.97,B,5.0,2.59033,A,A,3.9875,0,,48,65,Male,2
T0005695602,61.76,A,5.0,2.98098,B,A,2.4125,0,,53,73,Female,1
T0005695604,81.44,C,10.0,2.87681,C,B,1.38875,1,,59,80,Male,3
T0005695605,41.18,B,3.0,,,A,3.5975,2,,50,69,Male,2
T0005695607,43.76,B,10.0,2.92644,A,B,1.0625,1,54.0,57,80,Female,2
T0005695610,74.62,A,10.0,2.91476,C,A,2.77375,1,,57,85,Male,1
T0005695611,56.48,D,3.0,2.88901,B,A,2.22625,0,,62,82,Male,3
T0005695614,19.32,B,2.0,2.78328,A,A,3.045,3,,47,62,Female,2
T0005695615,64.38,C,10.0,3.00879,B,B,2.08125,3,,66,100,Male,3
T0005695618,32.49,D,10.0,2.70331,A,A,2.765,1,75.0,52,73,Male,3
T0005695619,60.03,B,5.0,2.80072,B,A,3.2625,0,,52,71,Male,2
T0005695620,16.63,,1.0,2.40922,C,B,4.13625,2,70.0,48,77,Male,1
T0005695621,9.33,A,,2.69859,C,D,3.23625,2,,49,71,Female,1
T0005695624,21.32,A,1.0,2.89828,A,G,4.60375,2,65.0,47,72,Female,1
T0005695627,69.97,A,,2.76824,B,A,1.76375,1,,59,89,Male,1
T0005695628,29.63,C,4.0,2.93544,C,A,3.3075,0,69.0,57,86,Male,2
T0005695630,22.46,C,10.0,2.51599,B,A,1.78,1,,50,77,Male,2
T0005695631,25.86,D,1.0,3.20472,A,B,4.47625,0,,49,66,Male,1
T0005695632,53.61,B,2.0,2.57074,B,A,1.93625,0,,48,66,Male,2
T0005695633,35.78,D,10.0,2.90427,B,C,3.75625,1,74.0,48,59,Female,3
T0005695634,31.25,,5.0,2.9291,A,B,2.12875,1,36.0,50,81,Male,2
T0005695635,64.13,A,2.0,2.89825,B,A,3.32625,1,,47,70,Female,1
T0005695637,38.34,D,10.0,2.76233,A,A,3.0575,0,,46,68,Male,3
T0005695640,14.32,E,7.0,2.49912,C,D,2.3325,1,,45,75,Male,3
T0005695641,56.19,D,10.0,2.86097,C,A,3.29625,1,,60,80,Male,3
T0005695642,52.22,E,3.0,2.68319,C,A,1.00875,0,,62,87,Female,2
T0005695644,9.31,C,8.0,2.92088,C,A,3.26,5,40.0,55,82,Male,3
T0005695646,23.57,D,2.0,2.42451,A,A,2.96375,1,37.0,47,61,Male,3
T0005695647,30.91,D,9.0,2.78097,B,B,1.5475,1,63.0,55,79,Male,3
T0005695650,41.98,B,2.0,2.74709,C,A,2.9925,0,,49,67,Male,1
T0005695653,50.41,A,0.0,2.73802,C,D,3.19125,1,,49,82,Male,3
T0005695654,35.92,B,,2.9314,B,A,2.9275,0,61.0,54,85,Female,2
T0005695657,76.59,D,1.0,2.98156,C,B,3.41375,0,,46,62,Female,2
T0005695662,12.3,C,7.0,2.43133,A,A,4.165,0,,46,64,Female,3
T0005695663,25.51,D,7.0,2.79666,A,D,2.97625,1,,48,65,Male,3
T0005695664,7.72,B,10.0,,,B,1.3275,0,,47,72,Female,1
T0005695665,32.52,C,2.0,2.93539,C,D,3.18,0,78.0,49,67,Female,2
T0005695666,60.05,A,8.0,,,A,2.7825,0,,51,69,Male,2
T0005695667,29.42,B,2.0,2.62356,A,A,4.35125,1,,47,66,Male,2
T0005695669,87.6,,4.0,,,A,1.11375,0,,49,79,Male,2
T0005695670,17.21,E,0.0,2.78142,C,A,2.6425,2,32.0,55,77,Female,3
T0005695672,25.76,A,4.0,3.27977,A,G,4.86875,0,,45,63,Male,1
T0005695674,56.87,C,10.0,2.61872,B,A,0.7775,1,43.0,59,94,Male,3
T0005695675,18.05,B,10.0,2.90635,C,A,3.28875,1,34.0,53,96,Male,2
T0005695676,44.34,B,10.0,2.69149,A,A,0.8575,0,,54,77,Male,1
T0005695677,48.55,C,7.0,2.77161,C,A,3.625,0,93.0,47,83,Female,3
T0005695678,29.4,B,8.0,3.1352,A,B,3.71625,1,65.0,50,81,Male,2
T0005695679,37.95,C,4.0,2.56838,A,A,1.4525,0,86.0,55,74,Male,2
T0005695681,15.64,D,7.0,2.87685,C,A,4.0825,2,,48,68,Male,3
T0005695682,18.41,,10.0,2.64987,A,A,3.39,0,,53,83,Male,2
T0005695683,55.9,,5.0,,,A,1.41125,0,,54,69,Female,3
T0005695684,48.63,B,6.0,2.98173,A,A,3.08375,0,95.0,48,61,Male,2
T0005695685,36.94,C,2.0,2.68202,A,B,3.44125,0,,46,57,Female,3
T0005695686,40.33,B,10.0,2.8998,A,A,3.985,0,,49,70,Male,2
T0005695687,89.47,D,8.0,2.94748,B,A,2.29,4,,56,79,Female,3
T0005695688,31.5,C,4.0,2.98041,B,A,1.71375,1,51.0,50,86,Male,2
T0005695689,33.02,B,3.0,,,B,1.48625,1,,48,64,Female,2
T0005695690,29.63,B,5.0,2.66018,C,C,2.77375,0,105.0,46,73,Female,3
T0005695692,31.67,B,0.0,2.78412,A,A,3.475,2,,47,66,Male,2
T0005695693,29.12,B,8.0,2.86747,C,A,2.8775,0,,49,60,Male,2
T0005695694,69.6,A,5.0,3.05599,A,A,3.81875,0,,49,75,Female,1
T0005695695,30.55,B,10.0,2.94978,A,A,2.055,0,37.0,54,88,Male,2
T0005695696,70.15,A,7.0,2.84911,A,A,3.295,0,,48,63,Male,1
T0005695698,26.05,D,10.0,2.8282,A,B,2.045,0,,55,68,Female,2
T0005695701,22.31,B,1.0,,,A,3.02875,0,,51,62,Male,2
T0005695702,23.83,A,5.0,2.56648,A,A,3.43875,0,,51,64,Male,2
T0005695704,44.83,C,1.0,2.80466,A,B,2.57,0,,61,88,Male,2
T0005695706,17.01,A,6.0,2.58765,A,B,3.14875,1,,43,58,Male,1
T0005695707,20.79,D,10.0,2.70195,A,A,3.3325,1,73.0,48,69,Male,3
T0005695708,47.84,,8.0,2.91535,A,A,3.97,0,40.0,52,77,Male,1
T0005695710,35.34,,10.0,2.43462,C,A,1.425,0,,51,64,Female,3
T0005695713,25.63,B,2.0,2.60469,B,A,4.22375,0,67.0,46,67,Male,1
T0005695714,15.9,B,1.0,2.30912,B,B,1.235,1,,58,92,Male,2
T0005695715,4.39,E,10.0,2.66245,B,D,4.07,0,,48,65,Male,2
T0005695717,77.09,D,8.0,,,B,2.0525,0,46.0,52,75,Male,2
T0005695718,32.15,A,10.0,2.83541,A,B,3.8725,0,,51,78,Male,1
T0005695719,19.73,E,10.0,,,A,3.825,1,55.0,58,92,Female,1
T0005695721,78.02,B,8.0,2.88953,C,A,2.14375,0,,54,89,Male,1
T0005695722,61.83,C,1.0,3.0981,B,B,3.3,0,,48,59,Male,2
T0005695723,24.19,,0.0,2.4877,B,E,4.785,1,,45,57,Male,2
T0005695725,52.77,C,4.0,2.64147,C,A,2.33625,0,,52,68,Female,2
T0005695726,83.6,D,5.0,,,A,3.25,0,77.0,48,77,Male,3
T0005695727,53.47,,10.0,2.53224,B,A,2.69,0,,46,61,Male,2
T0005695730,36.44,,8.0,2.99904,B,G,4.015,1,69.0,55,79,Male,1
T0005695731,60.58,B,5.0,2.75451,C,A,2.42875,0,45.0,51,80,Female,2
T0005695733,35.81,D,3.0,2.55134,C,A,2.45,0,,51,66,Male,3
T0005695734,8.7,,1.0,2.72015,A,D,3.52875,0,,48,75,Female,2
T0005695736,40.97,B,10.0,3.14902,C,A,3.76125,0,,49,85,Male,2
T0005695737,40.12,D,10.0,,,A,3.0075,0,73.0,48,88,Male,3
T0005695738,25.43,,0.0,3.09524,B,A,3.11625,0,60.0,44,73,Female,1
T0005695739,98.51,B,4.0,3.11573,B,A,2.3825,0,,57,90,Female,2
T0005695741,107.53,A,3.0,3.25666,A,A,2.74625,0,,53,82,Male,3
T0005695743,44.85,B,10.0,2.72414,C,A,3.5925,0,,55,74,Male,2
T0005695744,61.1,C,10.0,2.75988,C,B,3.6775,0,85.0,56,75,Female,2
T0005695746,91.85,,0.0,,,A,3.0675,1,,45,56,Male,3
T0005695747,55.98,C,10.0,,,A,4.36875,2,,45,71,Female,2
T0005695752,55.81,C,5.0,,,A,2.32625,0,49.0,48,66,Male,2
T0005695753,18.04,,5.0,,,E,4.1575,0,,47,60,Female,2
T0005695755,93.67,D,,3.01403,B,A,2.0225,3,37.0,55,81,Female,3
T0005695756,32.25,C,10.0,2.83402,A,B,2.865,2,44.0,49,73,Male,3
T0005695758,32.76,,0.0,2.77051,C,B,2.5275,1,,54,96,Male,3
T0005695761,55.19,D,2.0,2.90634,A,A,3.11625,0,36.0,48,79,Male,3
T0005695763,17.37,B,2.0,2.55274,C,A,4.46375,0,,48,68,Female,2
T0005695764,29.31,E,10.0,2.73968,B,A,2.54625,0,,54,79,Male,3
T0005695766,13.47,E,2.0,2.60801,C,D,2.85125,0,74.0,50,69,Male,3
T0005695769,100.95,C,10.0,2.86549,B,A,0.70375,0,77.0,52,76,Male,3
T0005695771,10.49,C,10.0,2.84706,A,E,3.90875,1,,48,73,Female,2
T0005695774,18.92,D,10.0,2.59671,A,A,2.39,1,81.0,52,67,Male,3
T0005695777,18.04,,10.0,2.55385,C,C,1.9475,2,38.0,49,83,Male,2
T0005695778,35.63,A,6.0,2.87704,A,B,1.8025,0,,51,80,Male,1
T0005695780,106.97,B,2.0,,,C,3.29875,1,,48,67,Male,3
T0005695781,16.93,,2.0,2.72029,A,A,2.65375,1,42.0,50,98,Male,3
T0005695782,15.97,D,,2.72661,B,A,3.62375,0,61.0,49,70,Male,3
T0005695784,61.36,E,3.0,2.87318,C,A,3.02375,2,100.0,50,77,Male,2
T0005695785,108.79,A,9.0,,,L,3.45,1,46.0,46,65,Male,3
T0005695786,47.61,C,8.0,2.71467,C,A,1.77625,1,46.0,46,61,Male,3
T0005695788,15.18,E,8.0,2.53293,C,A,2.6,0,,56,75,Male,2
T0005695790,50.89,,8.0,3.07677,C,A,3.03375,0,58.0,60,98,Male,2
T0005695791,42.18,D,0.0,3.09388,C,A,4.25625,0,48.0,50,73,Female,3
T0005695792,11.07,C,10.0,2.8346,C,C,3.9825,4,110.0,46,70,Male,2
T0005695793,27.59,A,10.0,,,A,4.415,0,,46,60,Male,1
T0005695795,28.49,C,0.0,,,B,1.42625,0,,52,70,Male,2
T0005695796,60.08,,3.0,2.85249,B,A,3.6525,1,41.0,51,69,Female,3
T0005695799,63.97,A,8.0,2.71695,B,A,2.79,1,57.0,51,68,Male,3
T0005695800,67.27,A,1.0,3.08911,C,A,3.38875,0,67.0,51,91,Female,1
T0005695801,49.0,,1.0,2.84556,C,A,3.66125,0,,44,54,Male,3
T0005695803,25.0,,10.0,2.82099,A,A,3.01625,3,,48,61,Female,2
T0005695804,50.02,A,8.0,3.17575,B,B,3.67,1,,54,85,Male,1
T0005695805,19.3,C,10.0,2.97292,B,A,4.8725,0,73.0,44,63,Female,2
T0005695806,35.57,A,8.0,2.76482,B,A,1.9975,0,,56,89,Male,1
T0005695807,35.8,B,8.0,2.68896,B,B,3.3125,1,59.0,51,70,Male,2
T0005695809,31.82,C,2.0,2.85287,A,C,2.625,1,46.0,47,75,Male,2
T0005695810,30.26,D,10.0,2.73546,C,A,1.11375,1,98.0,51,82,Male,3
T0005695811,55.18,B,5.0,2.84344,A,B,1.50375,1,37.0,59,83,Male,2
T0005695812,30.75,A,8.0,2.95394,A,E,3.2175,0,73.0,58,92,Female,1
T0005695813,54.88,,2.0,2.65408,C,K,2.17625,0,,50,63,Female,3
T0005695814,29.37,C,10.0,3.07586,B,D,4.88125,0,80.0,46,77,Male,3
T0005695818,46.97,C,10.0,2.53104,B,A,2.7675,0,,51,67,Male,2
T0005695821,30.78,E,8.0,2.65473,B,C,4.5275,2,47.0,48,81,Male,3
T0005695822,50.31,A,4.0,2.88961,A,B,4.4275,0,85.0,46,69,Female,1
T0005695825,18.72,A,0.0,2.75845,A,A,3.415,0,,47,68,Male,1
T0005695826,25.72,B,4.0,2.41556,B,B,1.5225,0,63.0,56,83,Male,2
T0005695827,94.94,A,9.0,,,B,3.52875,1,65.0,46,60,Male,3
T0005695828,47.88,,0.0,2.77108,C,B,3.0175,0,51.0,52,99,Female,3
T0005695832,17.97,A,5.0,2.20282,A,B,2.23625,0,,44,55,Male,2
T0005695833,57.9,B,10.0,3.2551,B,A,2.49125,3,95.0,52,79,Female,2
T0005695834,46.54,E,,2.66363,B,B,1.09875,0,,57,78,Male,3
T0005695835,22.93,D,0.0,2.46959,B,B,3.005,1,,47,58,Male,3
T0005695836,61.71,A,10.0,2.79167,B,A,1.8375,3,40.0,53,89,Female,3
T0005695838,29.46,B,2.0,3.24546,A,A,3.91875,0,82.0,47,81,Female,1
T0005695839,37.01,C,9.0,,,A,3.31875,0,43.0,49,70,Female,2
T0005695842,32.04,C,10.0,2.72004,C,A,2.00375,0,36.0,45,75,Male,2
T0005695843,38.35,A,3.0,2.72283,A,B,2.93375,0,86.0,64,94,Male,1
T0005695845,63.06,C,3.0,2.88339,C,A,3.48,0,,48,60,Female,2
T0005695846,39.63,A,2.0,3.09824,B,A,1.16375,2,96.0,51,88,Male,3
T0005695847,13.76,D,8.0,2.64399,C,A,3.70625,0,61.0,44,58,Female,3
T0005695848,87.2,C,4.0,3.06187,B,A,1.30875,1,,58,89,Male,3
T0005695849,109.17,,10.0,2.9884,B,A,2.71375,2,49.0,64,88,Male,3
T0005695850,76.32,C,10.0,2.90628,B,B,1.08,1,,62,96,Male,3
T0005695852,37.47,B,4.0,2.73975,A,A,3.02,0,,47,59,Male,1
T0005695854,46.61,B,6.0,2.95314,C,A,3.43,1,53.0,50,72,Male,2
T0005695856,107.08,A,8.0,2.97988,C,A,2.89375,1,76.0,51,84,Male,3
T0005695857,60.74,,10.0,2.87658,C,A,2.98375,0,62.0,47,68,Male,3
T0005695860,16.26,B,10.0,2.71336,B,A,1.55,0,59.0,52,75,Male,2
T0005695861,38.09,B,,2.70902,B,A,3.8725,1,75.0,48,100,Male,2
T0005695862,63.62,A,10.0,3.07816,B,A,3.34125,0,98.0,52,77,Male,1
T0005695864,49.09,C,3.0,2.70824,A,A,2.735,1,77.0,46,70,Male,2
T0005695865,75.53,C,,2.74472,B,A,2.4275,0,,50,66,Male,3
T0005695867,31.49,D,10.0,,,B,3.8125,1,73.0,49,70,Male,3
T0005695870,6.84,B,3.0,,,A,3.92875,0,,45,61,Female,2
T0005695872,4.92,B,6.0,2.53979,C,E,3.59875,0,,51,67,Male,1
T0005695873,46.07,C,10.0,2.6167,B,B,4.02125,0,,47,80,Male,2
T0005695874,34.75,C,10.0,2.78841,B,F,3.555,0,,56,71,Female,3
T0005695875,37.17,B,10.0,2.63819,C,A,2.36125,0,,47,60,Male,2
T0005695876,29.5,B,,2.47745,B,A,3.1575,0,,52,85,Male,2
T0005695880,77.97,C,10.0,2.89914,A,A,2.385,1,,58,82,Female,3
T0005695882,67.37,C,10.0,2.89396,C,B,3.06375,0,37.0,51,90,Male,3
T0005695885,35.96,A,4.0,2.7862,A,A,3.59625,0,,52,78,Female,1
T0005695887,32.02,D,1.0,3.21717,A,A,4.23625,1,50.0,52,70,Female,2
T0005695891,25.69,D,9.0,2.61895,A,B,1.6175,1,90.0,53,86,Male,3
T0005695893,72.71,A,10.0,3.07669,B,B,3.03375,1,47.0,55,76,Male,1
T0005695894,107.42,D,6.0,3.01877,B,B,2.8425,1,,46,61,Male,3
T0005695895,16.74,B,10.0,2.46154,B,B,1.115,2,37.0,45,68,Female,2
T0005695896,29.12,,7.0,2.87248,A,A,3.6925,0,,45,56,Male,3
T0005695901,73.37,D,4.0,3.26527,B,A,2.535,1,92.0,57,84,Female,3
T0005695904,34.63,B,3.0,,,A,3.4925,3,,51,74,Male,2
T0005695905,45.28,E,2.0,2.96125,C,B,3.5175,1,,53,71,Male,3
T0005695906,13.3,C,1.0,,,A,4.6475,1,,47,61,Female,2
T0005695907,31.7,,2.0,2.60783,C,B,2.46875,2,,50,61,Male,3
T0005695910,72.37,E,8.0,2.66018,B,A,2.54125,1,,54,84,Male,3
T0005695913,25.38,A,3.0,3.07923,C,B,2.2825,0,,53,69,Male,1
T0005695915,33.92,C,10.0,2.5556,A,A,2.45,1,,55,75,Female,3
T0005695916,28.5,B,2.0,2.87441,C,A,4.5275,1,,44,67,Male,2
T0005695918,12.26,D,10.0,2.81925,B,G,4.48125,1,88.0,45,87,Male,2
T0005695920,43.18,C,4.0,2.75866,C,A,2.61,0,72.0,57,84,Male,2
T0005695922,73.97,A,0.0,2.99657,C,B,1.925,0,63.0,47,65,Female,1
T0005695923,37.72,B,,,,A,4.15625,1,,50,75,Male,2
T0005695925,44.64,,10.0,2.76556,A,B,2.0575,1,53.0,67,127,Male,1
T0005695927,41.54,C,0.0,,,A,1.83125,1,95.0,63,89,Male,2
T0005695928,37.99,D,10.0,,,D,3.54125,0,,45,61,Female,2
T0005695929,36.71,A,4.0,3.17646,A,A,3.3875,0,79.0,51,73,Male,1
T0005695930,16.95,B,1.0,2.39731,A,B,2.19375,0,,47,60,Female,2
T0005695931,74.76,A,4.0,2.81732,B,B,1.395,0,,70,95,Male,1
T0005695932,12.62,,10.0,2.60609,A,A,2.99,0,,48,81,Male,1
T0005695933,60.88,B,9.0,2.75433,B,A,1.92,2,111.0,56,88,Male,2
T0005695934,21.25,,0.0,2.85429,C,B,3.29,3,66.0,51,70,Male,2
T0005695936,17.49,D,10.0,2.33895,B,A,0.34875,1,,55,70,Male,3
T0005695942,53.05,D,10.0,2.87911,B,A,1.9425,4,62.0,55,81,Female,3
T0005695944,26.53,,9.0,,,A,3.74125,2,66.0,53,88,Female,2
T0005695945,51.02,B,10.0,3.00958,A,A,4.18875,0,40.0,49,66,Female,2
T0005695946,85.81,C,,,,A,2.51625,0,,63,87,Male,2
T0005695948,73.88,,0.0,3.20211,A,E,4.03375,0,,56,81,Female,1
T0005695950,46.62,A,10.0,2.73742,B,A,1.95875,0,93.0,54,78,Male,3
T0005695952,37.81,,7.0,2.82872,C,A,2.59375,1,,49,87,Male,3
T0005695953,60.24,B,10.0,2.74889,A,A,3.50625,0,,51,81,Male,1
T0005695954,18.83,C,,,,A,1.605,0,,48,63,Male,2
T0005695958,14.62,B,4.0,2.88024,A,A,1.3325,2,,50,69,Male,2
T0005695959,19.32,B,7.0,2.75278,C,B,3.53125,2,,48,67,Male,2
T0005695961,47.57,B,6.0,2.74073,A,A,3.51625,2,,48,61,Male,2
T0005695962,48.89,D,3.0,2.84885,B,B,4.69125,1,,42,54,Male,3
T0005695963,30.15,A,,3.07811,B,A,4.29625,1,,53,80,Male,2
T0005695964,35.23,C,10.0,2.50561,A,A,2.995,0,86.0,48,69,Male,3
T0005695965,40.53,B,10.0,2.54489,C,A,2.15,0,,53,72,Male,2
T0005695966,42.8,D,7.0,,,D,2.21125,1,,46,67,Male,3
T0005695967,35.86,,10.0,,,A,1.08125,2,53.0,54,92,Male,3
T0005695968,35.96,C,10.0,2.74937,C,D,3.1475,0,,50,71,Male,2
T0005695972,11.66,C,8.0,2.4975,B,A,2.71625,0,,47,63,Male,3
T0005695973,48.67,A,3.0,,,A,2.785,2,,51,66,Female,3
T0005695974,77.56,B,2.0,2.90659,B,A,2.41625,2,40.0,52,79,Male,3
T0005695975,14.06,B,0.0,2.48139,A,A,3.725,0,100.0,46,69,Male,2
T0005695976,24.86,,5.0,2.69922,A,A,2.46625,0,75.0,74,113,Female,1
T0005695977,13.49,D,,2.11237,B,A,0.9175,3,,52,65,Female,3
T0005695978,106.84,E,10.0,2.92982,B,A,2.38875,1,,54,100,Male,3
T0005695980,35.76,A,10.0,2.90754,A,A,3.6,0,78.0,51,75,Male,2
T0005695981,61.25,D,2.0,2.90414,C,A,0.77,2,,49,63,Male,3
T0005695983,103.08,B,4.0,2.88687,B,A,2.51375,0,,49,99,Female,2
T0005695984,49.16,C,10.0,2.88997,B,B,2.5525,0,90.0,49,76,Male,2
T0005695985,36.22,C,10.0,2.76621,C,A,3.23625,0,,50,71,Male,2
T0005695986,79.43,D,10.0,2.9096,B,A,4.24125,0,,48,81,Male,3
T0005695988,41.08,C,10.0,2.651,B,A,3.5,0,88.0,44,57,Male,2
T0005695989,37.34,B,1.0,2.94152,C,A,3.1475,0,,48,65,Male,2
T0005695991,60.82,E,10.0,2.81358,C,A,2.51625,1,43.0,50,80,Male,3
T0005695992,27.69,B,5.0,2.62441,B,A,2.375,0,,51,65,Female,2
T0005695994,46.66,C,6.0,,,A,1.2525,0,,50,74,Female,3
T0005695997,46.36,C,10.0,2.66828,B,A,1.14875,0,56.0,53,74,Female,2
T0005695998,49.25,D,10.0,2.69863,B,B,2.70125,2,,55,73,Female,3
T0005695999,30.87,D,10.0,2.84028,B,A,4.19625,1,,48,60,Male,3
T0005696004,78.76,A,9.0,2.9337,C,A,3.17375,0,,53,69,Male,3
T0005696005,31.57,B,10.0,2.7885,A,B,3.19375,1,,53,70,Male,2
T0005696006,46.2,B,3.0,,,A,2.98,0,,48,67,Male,2
T0005696008,51.42,,10.0,3.11259,C,B,4.42125,2,,46,72,Male,2
