ticket,requestor,RequestorSeniority,ITOwner,FiledAgainst,TicketType,Severity,Priority,daysOpen,label
4347,54,2 - Regular,27,Systems,Issue,2 - Normal,1 - Low,2,0 - Unknown
4348,497,2 - Regular,26,Hardware,Request,2 - Normal,0 - Unassigned,26,2 - Satisfied
4349,1414,1 - Junior,17,Systems,Issue,2 - Normal,0 - Unassigned,2,3 - Highly satisfied
4350,1555,2 - Regular,47,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
4351,1962,2 - Regular,6,Systems,Request,2 - Normal,2 - Medium,17,0 - Unknown
4352,1326,1 - Junior,36,Systems,Request,2 - Normal,1 - Low,7,0 - Unknown
4353,917,4 - Management,17,Access/Login,Issue,4 - Critical,3 - High,0,2 - Satisfied
4354,1391,4 - Management,47,Access/Login,Issue,2 - Normal,3 - High,0,2 - Satisfied
4355,1779,2 - Regular,48,Access/Login,Issue,2 - Normal,3 - High,0,0 - Unknown
4356,1855,4 - Management,27,Systems,Issue,3 - Major,3 - High,2,3 - Highly satisfied
4357,1486,3 - Senior,43,Systems,Request,2 - Normal,0 - Unassigned,5,3 - Highly satisfied
4358,1510,3 - Senior,5,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
4359,1422,2 - Regular,30,Systems,Request,2 - Normal,3 - High,6,0 - Unknown
4360,1154,4 - Management,15,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
4361,1535,2 - Regular,18,Systems,Request,2 - Normal,0 - Unassigned,5,0 - Unknown
4362,269,2 - Regular,26,Systems,Request,2 - Normal,0 - Unassigned,6,3 - Highly satisfied
4363,1910,2 - Regular,26,Systems,Request,2 - Normal,2 - Medium,12,2 - Satisfied
4364,161,2 - Regular,10,Systems,Request,2 - Normal,3 - High,7,0 - Unknown
4365,1436,3 - Senior,44,Systems,Request,3 - Major,3 - High,6,2 - Satisfied
4366,1549,2 - Regular,48,Access/Login,Issue,2 - Normal,2 - Medium,0,3 - Highly satisfied
4367,797,2 - Regular,2,Systems,Request,2 - Normal,1 - Low,5,0 - Unknown
4368,284,2 - Regular,41,Systems,Request,3 - Major,0 - Unassigned,13,2 - Satisfied
4369,474,2 - Regular,47,Access/Login,Issue,3 - Major,3 - High,0,3 - Highly satisfied
4370,1812,4 - Management,13,Systems,Request,2 - Normal,3 - High,18,1 - Unsatisfied
4371,1614,2 - Regular,9,Systems,Request,2 - Normal,3 - High,9,0 - Unknown
4372,1603,1 - Junior,31,Access/Login,Request,2 - Normal,2 - Medium,0,1 - Unsatisfied
4373,1401,2 - Regular,43,Systems,Request,2 - Normal,0 - Unassigned,9,3 - Highly satisfied
4374,1083,1 - Junior,48,Systems,Request,2 - Normal,1 - Low,6,0 - Unknown
4375,1248,1 - Junior,41,Hardware,Request,2 - Normal,1 - Low,27,3 - Highly satisfied
4376,284,2 - Regular,45,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
4377,108,2 - Regular,46,Systems,Request,2 - Normal,3 - High,15,1 - Unsatisfied
4378,1278,4 - Management,33,Systems,Issue,2 - Normal,0 - Unassigned,2,0 - Unknown
4379,1987,1 - Junior,7,Access/Login,Request,2 - Normal,3 - High,1,0 - Unknown
4380,651,4 - Management,49,Software,Request,2 - Normal,0 - Unassigned,5,1 - Unsatisfied
4381,694,2 - Regular,23,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
4382,1981,2 - Regular,17,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
4383,1023,1 - Junior,29,Systems,Request,2 - Normal,1 - Low,8,2 - Satisfied
4384,212,2 - Regular,20,Access/Login,Issue,0 - Unclassified,0 - Unassigned,0,2 - Satisfied
4385,342,4 - Management,17,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
4386,1311,2 - Regular,37,Access/Login,Request,3 - Major,3 - High,0,1 - Unsatisfied
4387,85,2 - Regular,41,Systems,Request,2 - Normal,0 - Unassigned,5,3 - Highly satisfied
4388,1335,4 - Management,24,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
4389,1856,2 - Regular,30,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
4390,1986,2 - Regular,42,Access/Login,Issue,3 - Major,0 - Unassigned,2,2 - Satisfied
4391,469,2 - Regular,47,Systems,Issue,2 - Normal,0 - Unassigned,3,2 - Satisfied
4392,593,4 - Management,31,Systems,Request,2 - Normal,3 - High,5,2 - Satisfied
4393,1552,1 - Junior,14,Systems,Issue,2 - Normal,2 - Medium,5,1 - Unsatisfied
4394,1352,1 - Junior,17,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
4395,1046,2 - Regular,19,Systems,Request,2 - Normal,3 - High,6,3 - Highly satisfied
4396,1965,4 - Management,40,Systems,Request,2 - Normal,2 - Medium,5,3 - Highly satisfied
4397,1607,1 - Junior,23,Systems,Issue,2 - Normal,3 - High,2,3 - Highly satisfied
4398,1375,3 - Senior,25,Systems,Request,2 - Normal,3 - High,18,0 - Unknown
4399,642,2 - Regular,5,Software,Request,2 - Normal,2 - Medium,6,0 - Unknown
4400,851,1 - Junior,14,Systems,Request,2 - Normal,2 - Medium,15,1 - Unsatisfied
4401,1459,1 - Junior,16,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
4402,963,1 - Junior,31,Software,Request,2 - Normal,2 - Medium,3,0 - Unknown
4403,1230,2 - Regular,36,Access/Login,Request,2 - Normal,1 - Low,0,3 - Highly satisfied
4404,1789,2 - Regular,41,Systems,Request,2 - Normal,3 - High,6,2 - Satisfied
4405,101,1 - Junior,42,Software,Request,2 - Normal,0 - Unassigned,4,2 - Satisfied
4406,247,2 - Regular,39,Systems,Request,2 - Normal,0 - Unassigned,13,2 - Satisfied
4407,218,2 - Regular,43,Systems,Issue,2 - Normal,2 - Medium,2,2 - Satisfied
4408,1988,1 - Junior,21,Hardware,Request,2 - Normal,1 - Low,12,3 - Highly satisfied
4409,1437,4 - Management,39,Software,Request,2 - Normal,3 - High,9,0 - Unknown
4410,764,2 - Regular,46,Systems,Request,2 - Normal,3 - High,15,3 - Highly satisfied
4411,450,3 - Senior,28,Access/Login,Issue,2 - Normal,3 - High,1,2 - Satisfied
4412,888,4 - Management,7,Access/Login,Issue,2 - Normal,3 - High,0,0 - Unknown
4413,263,3 - Senior,9,Access/Login,Request,2 - Normal,3 - High,1,0 - Unknown
4414,1634,2 - Regular,8,Systems,Request,2 - Normal,0 - Unassigned,5,0 - Unknown
4415,1770,1 - Junior,40,Software,Request,2 - Normal,2 - Medium,4,1 - Unsatisfied
4416,715,2 - Regular,38,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
4417,34,3 - Senior,25,Software,Request,2 - Normal,0 - Unassigned,7,3 - Highly satisfied
4418,728,2 - Regular,27,Systems,Request,2 - Normal,0 - Unassigned,6,3 - Highly satisfied
4419,1757,1 - Junior,21,Access/Login,Request,2 - Normal,1 - Low,0,0 - Unknown
4420,901,4 - Management,46,Software,Request,3 - Major,3 - High,10,2 - Satisfied
4421,457,1 - Junior,48,Software,Request,2 - Normal,2 - Medium,4,0 - Unknown
4422,715,2 - Regular,14,Hardware,Request,2 - Normal,3 - High,12,2 - Satisfied
4423,1850,2 - Regular,41,Systems,Issue,2 - Normal,2 - Medium,3,2 - Satisfied
4424,1812,4 - Management,39,Software,Request,2 - Normal,3 - High,8,1 - Unsatisfied
4425,572,2 - Regular,21,Access/Login,Issue,2 - Normal,0 - Unassigned,0,0 - Unknown
4426,378,3 - Senior,4,Systems,Request,2 - Normal,3 - High,18,0 - Unknown
4427,169,2 - Regular,13,Access/Login,Request,2 - Normal,3 - High,1,0 - Unknown
4428,1934,1 - Junior,33,Systems,Request,2 - Normal,0 - Unassigned,25,1 - Unsatisfied
4429,193,2 - Regular,27,Systems,Request,2 - Normal,3 - High,6,2 - Satisfied
4430,1277,3 - Senior,7,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
4431,2000,2 - Regular,8,Access/Login,Issue,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
4432,631,1 - Junior,31,Access/Login,Issue,1 - Minor,1 - Low,1,1 - Unsatisfied
4433,869,2 - Regular,21,Access/Login,Request,2 - Normal,0 - Unassigned,1,3 - Highly satisfied
4434,1325,3 - Senior,30,Systems,Request,2 - Normal,3 - High,6,3 - Highly satisfied
4435,1652,4 - Management,27,Systems,Request,2 - Normal,3 - High,7,3 - Highly satisfied
4436,471,4 - Management,33,Access/Login,Issue,2 - Normal,3 - High,0,2 - Satisfied
4437,1154,4 - Management,19,Software,Request,2 - Normal,0 - Unassigned,7,0 - Unknown
4438,1028,2 - Regular,18,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
4439,1096,1 - Junior,26,Software,Request,2 - Normal,1 - Low,14,1 - Unsatisfied
4440,706,2 - Regular,6,Access/Login,Request,2 - Normal,2 - Medium,1,0 - Unknown
4441,1934,1 - Junior,28,Access/Login,Issue,2 - Normal,1 - Low,0,2 - Satisfied
4442,201,2 - Regular,8,Access/Login,Request,4 - Critical,3 - High,0,0 - Unknown
4443,1478,2 - Regular,43,Systems,Request,2 - Normal,2 - Medium,5,3 - Highly satisfied
4444,627,1 - Junior,4,Software,Issue,2 - Normal,1 - Low,2,0 - Unknown
4445,1678,4 - Management,10,Access/Login,Issue,2 - Normal,3 - High,1,3 - Highly satisfied
4446,884,3 - Senior,29,Software,Request,2 - Normal,3 - High,2,1 - Unsatisfied
4447,232,1 - Junior,9,Systems,Request,2 - Normal,0 - Unassigned,22,2 - Satisfied
4448,992,1 - Junior,44,Systems,Request,2 - Normal,2 - Medium,16,2 - Satisfied
4449,1801,3 - Senior,11,Software,Request,2 - Normal,3 - High,2,0 - Unknown
4450,1537,2 - Regular,15,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
4451,33,4 - Management,7,Access/Login,Issue,3 - Major,3 - High,1,3 - Highly satisfied
4452,815,2 - Regular,41,Hardware,Issue,2 - Normal,3 - High,6,0 - Unknown
4453,741,1 - Junior,30,Access/Login,Request,2 - Normal,1 - Low,1,3 - Highly satisfied
4454,1995,4 - Management,46,Systems,Request,2 - Normal,3 - High,14,1 - Unsatisfied
4455,248,2 - Regular,31,Access/Login,Request,2 - Normal,1 - Low,0,0 - Unknown
4456,236,2 - Regular,37,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
4457,1744,4 - Management,38,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
4458,921,2 - Regular,30,Systems,Request,2 - Normal,3 - High,9,3 - Highly satisfied
4459,1118,2 - Regular,36,Systems,Request,2 - Normal,1 - Low,9,2 - Satisfied
4460,572,2 - Regular,8,Software,Issue,2 - Normal,3 - High,1,1 - Unsatisfied
4461,576,3 - Senior,13,Access/Login,Request,2 - Normal,2 - Medium,1,1 - Unsatisfied
4462,1434,1 - Junior,31,Systems,Issue,3 - Major,0 - Unassigned,4,0 - Unknown
4463,1762,2 - Regular,49,Access/Login,Request,2 - Normal,2 - Medium,0,1 - Unsatisfied
4464,1177,2 - Regular,49,Hardware,Request,2 - Normal,0 - Unassigned,30,1 - Unsatisfied
4465,1566,2 - Regular,42,Access/Login,Issue,2 - Normal,2 - Medium,0,3 - Highly satisfied
4466,676,2 - Regular,28,Systems,Request,2 - Normal,2 - Medium,16,1 - Unsatisfied
4467,308,1 - Junior,50,Systems,Request,2 - Normal,0 - Unassigned,15,0 - Unknown
4468,1372,2 - Regular,19,Software,Issue,2 - Normal,3 - High,5,0 - Unknown
4469,380,1 - Junior,37,Hardware,Request,2 - Normal,1 - Low,28,0 - Unknown
4470,671,2 - Regular,31,Systems,Request,2 - Normal,1 - Low,6,0 - Unknown
4471,382,3 - Senior,43,Software,Issue,3 - Major,0 - Unassigned,0,2 - Satisfied
4472,1502,3 - Senior,23,Systems,Request,2 - Normal,3 - High,5,2 - Satisfied
4473,1437,4 - Management,44,Systems,Issue,3 - Major,3 - High,3,2 - Satisfied
4474,610,2 - Regular,31,Software,Request,2 - Normal,2 - Medium,3,3 - Highly satisfied
4475,1815,2 - Regular,23,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
4476,477,3 - Senior,13,Systems,Issue,2 - Normal,0 - Unassigned,8,1 - Unsatisfied
4477,880,2 - Regular,14,Systems,Request,2 - Normal,2 - Medium,14,2 - Satisfied
4478,205,1 - Junior,45,Software,Request,2 - Normal,2 - Medium,3,0 - Unknown
4479,1693,4 - Management,15,Systems,Request,2 - Normal,3 - High,6,3 - Highly satisfied
4480,118,2 - Regular,9,Access/Login,Request,2 - Normal,2 - Medium,1,3 - Highly satisfied
4481,681,4 - Management,31,Software,Request,2 - Normal,3 - High,6,0 - Unknown
4482,652,4 - Management,49,Access/Login,Issue,2 - Normal,3 - High,1,0 - Unknown
4483,799,3 - Senior,44,Hardware,Issue,2 - Normal,0 - Unassigned,11,0 - Unknown
4484,70,1 - Junior,27,Software,Request,2 - Normal,1 - Low,4,3 - Highly satisfied
4485,338,1 - Junior,11,Systems,Request,2 - Normal,2 - Medium,14,2 - Satisfied
4486,1535,2 - Regular,25,Access/Login,Request,2 - Normal,3 - High,1,3 - Highly satisfied
4487,699,1 - Junior,50,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
4488,870,3 - Senior,26,Systems,Request,2 - Normal,0 - Unassigned,13,3 - Highly satisfied
4489,1429,4 - Management,48,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
4490,1796,1 - Junior,6,Systems,Issue,1 - Minor,1 - Low,16,1 - Unsatisfied
4491,405,2 - Regular,30,Systems,Request,2 - Normal,0 - Unassigned,9,0 - Unknown
4492,1691,1 - Junior,33,Systems,Request,2 - Normal,3 - High,11,3 - Highly satisfied
4493,1357,2 - Regular,10,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
4494,1737,3 - Senior,15,Software,Request,2 - Normal,2 - Medium,4,3 - Highly satisfied
4495,1934,1 - Junior,8,Systems,Request,2 - Normal,0 - Unassigned,22,3 - Highly satisfied
4496,1771,3 - Senior,32,Systems,Request,2 - Normal,3 - High,7,1 - Unsatisfied
4497,725,3 - Senior,8,Systems,Issue,2 - Normal,3 - High,2,0 - Unknown
4498,794,2 - Regular,40,Access/Login,Request,2 - Normal,2 - Medium,0,2 - Satisfied
4499,73,4 - Management,24,Systems,Request,2 - Normal,0 - Unassigned,9,2 - Satisfied
4500,151,4 - Management,7,Systems,Request,2 - Normal,0 - Unassigned,13,0 - Unknown
4501,1867,3 - Senior,35,Software,Request,2 - Normal,1 - Low,3,2 - Satisfied
4502,1090,4 - Management,30,Systems,Request,2 - Normal,0 - Unassigned,5,0 - Unknown
4503,1737,3 - Senior,29,Software,Request,2 - Normal,3 - High,5,0 - Unknown
4504,254,1 - Junior,9,Systems,Request,2 - Normal,2 - Medium,7,0 - Unknown
4505,1197,4 - Management,9,Systems,Request,2 - Normal,3 - High,7,1 - Unsatisfied
4506,1351,2 - Regular,38,Systems,Request,2 - Normal,0 - Unassigned,5,1 - Unsatisfied
4507,590,4 - Management,32,Systems,Request,2 - Normal,3 - High,7,1 - Unsatisfied
4508,1394,2 - Regular,7,Hardware,Request,2 - Normal,3 - High,36,1 - Unsatisfied
4509,1554,2 - Regular,3,Systems,Request,2 - Normal,1 - Low,15,3 - Highly satisfied
4510,481,3 - Senior,18,Access/Login,Request,2 - Normal,0 - Unassigned,1,3 - Highly satisfied
4511,1935,2 - Regular,5,Software,Request,2 - Normal,3 - High,4,3 - Highly satisfied
4512,1238,1 - Junior,30,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
4513,1061,2 - Regular,41,Systems,Request,2 - Normal,3 - High,5,1 - Unsatisfied
4514,1858,2 - Regular,3,Systems,Issue,2 - Normal,2 - Medium,3,1 - Unsatisfied
4515,1269,2 - Regular,27,Systems,Request,2 - Normal,0 - Unassigned,7,1 - Unsatisfied
4516,422,1 - Junior,43,Systems,Request,1 - Minor,1 - Low,6,0 - Unknown
4517,357,2 - Regular,20,Software,Issue,2 - Normal,3 - High,4,1 - Unsatisfied
4518,831,2 - Regular,35,Software,Issue,2 - Normal,2 - Medium,0,3 - Highly satisfied
4519,420,3 - Senior,15,Software,Issue,2 - Normal,0 - Unassigned,3,3 - Highly satisfied
4520,893,4 - Management,39,Hardware,Request,2 - Normal,0 - Unassigned,30,1 - Unsatisfied
4521,369,3 - Senior,36,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
4522,109,4 - Management,30,Software,Request,2 - Normal,3 - High,2,0 - Unknown
4523,1238,1 - Junior,15,Hardware,Request,2 - Normal,0 - Unassigned,11,0 - Unknown
4524,1810,1 - Junior,20,Hardware,Request,2 - Normal,2 - Medium,16,2 - Satisfied
4525,704,2 - Regular,17,Systems,Request,2 - Normal,2 - Medium,5,2 - Satisfied
4526,1954,2 - Regular,50,Systems,Issue,2 - Normal,0 - Unassigned,4,1 - Unsatisfied
4527,6,3 - Senior,13,Systems,Issue,2 - Normal,3 - High,12,0 - Unknown
4528,1269,2 - Regular,16,Systems,Request,2 - Normal,3 - High,7,1 - Unsatisfied
4529,1832,3 - Senior,15,Hardware,Request,2 - Normal,3 - High,10,0 - Unknown
4530,1190,2 - Regular,11,Systems,Request,2 - Normal,1 - Low,21,2 - Satisfied
4531,139,2 - Regular,4,Software,Request,2 - Normal,0 - Unassigned,20,2 - Satisfied
4532,919,2 - Regular,16,Systems,Request,2 - Normal,2 - Medium,14,1 - Unsatisfied
4533,360,1 - Junior,11,Systems,Request,2 - Normal,2 - Medium,15,2 - Satisfied
4534,1426,4 - Management,46,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
4535,633,4 - Management,49,Hardware,Request,2 - Normal,3 - High,26,1 - Unsatisfied
4536,627,1 - Junior,50,Systems,Request,2 - Normal,0 - Unassigned,18,1 - Unsatisfied
4537,1597,3 - Senior,13,Software,Request,2 - Normal,3 - High,20,1 - Unsatisfied
4538,707,2 - Regular,22,Software,Request,2 - Normal,0 - Unassigned,11,0 - Unknown
4539,891,1 - Junior,2,Access/Login,Request,2 - Normal,1 - Low,0,3 - Highly satisfied
4540,365,3 - Senior,7,Systems,Request,2 - Normal,2 - Medium,14,1 - Unsatisfied
4541,240,2 - Regular,1,Systems,Request,2 - Normal,3 - High,15,1 - Unsatisfied
4542,1110,2 - Regular,10,Systems,Request,4 - Critical,3 - High,5,2 - Satisfied
4543,1254,3 - Senior,33,Hardware,Request,2 - Normal,3 - High,11,0 - Unknown
4544,536,2 - Regular,1,Access/Login,Issue,2 - Normal,3 - High,1,2 - Satisfied
4545,1274,3 - Senior,33,Systems,Request,2 - Normal,3 - High,8,2 - Satisfied
4546,1817,3 - Senior,28,Systems,Request,2 - Normal,0 - Unassigned,13,1 - Unsatisfied
4547,1614,2 - Regular,45,Software,Request,2 - Normal,0 - Unassigned,6,2 - Satisfied
4548,1365,2 - Regular,13,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
4549,167,4 - Management,28,Software,Request,2 - Normal,0 - Unassigned,8,0 - Unknown
4550,556,4 - Management,29,Software,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
4551,156,2 - Regular,39,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
4552,939,4 - Management,5,Systems,Request,2 - Normal,3 - High,6,1 - Unsatisfied
4553,259,1 - Junior,47,Systems,Request,2 - Normal,1 - Low,5,3 - Highly satisfied
4554,1328,4 - Management,41,Systems,Request,2 - Normal,2 - Medium,7,2 - Satisfied
4555,81,1 - Junior,28,Systems,Issue,2 - Normal,1 - Low,10,0 - Unknown
4556,1132,3 - Senior,12,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
4557,1288,2 - Regular,12,Access/Login,Request,3 - Major,3 - High,0,3 - Highly satisfied
4558,92,2 - Regular,44,Systems,Issue,2 - Normal,3 - High,1,3 - Highly satisfied
4559,1612,2 - Regular,39,Systems,Request,2 - Normal,0 - Unassigned,13,0 - Unknown
4560,1788,3 - Senior,2,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
4561,713,4 - Management,37,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
4562,752,2 - Regular,45,Systems,Request,2 - Normal,2 - Medium,9,0 - Unknown
4563,511,2 - Regular,21,Access/Login,Issue,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
4564,334,1 - Junior,48,Systems,Issue,2 - Normal,2 - Medium,12,2 - Satisfied
4565,1540,1 - Junior,30,Access/Login,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
4566,1257,4 - Management,16,Systems,Request,2 - Normal,0 - Unassigned,6,0 - Unknown
4567,1175,2 - Regular,11,Software,Issue,2 - Normal,3 - High,3,0 - Unknown
4568,27,1 - Junior,4,Systems,Request,2 - Normal,1 - Low,20,1 - Unsatisfied
4569,1329,3 - Senior,12,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
4570,1548,1 - Junior,46,Software,Request,3 - Major,3 - High,13,0 - Unknown
4571,1785,2 - Regular,4,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
4572,761,1 - Junior,46,Systems,Request,2 - Normal,0 - Unassigned,15,2 - Satisfied
4573,1248,1 - Junior,14,Software,Request,2 - Normal,0 - Unassigned,8,0 - Unknown
4574,447,3 - Senior,43,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
4575,1578,2 - Regular,49,Systems,Request,3 - Major,3 - High,13,1 - Unsatisfied
4576,1184,1 - Junior,7,Hardware,Issue,2 - Normal,2 - Medium,20,1 - Unsatisfied
4577,1894,1 - Junior,48,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
4578,508,3 - Senior,17,Systems,Request,2 - Normal,0 - Unassigned,6,1 - Unsatisfied
4579,1614,2 - Regular,26,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
4580,1288,2 - Regular,11,Systems,Request,1 - Minor,2 - Medium,17,0 - Unknown
4581,857,2 - Regular,46,Systems,Request,2 - Normal,3 - High,19,0 - Unknown
4582,1901,2 - Regular,26,Access/Login,Request,2 - Normal,1 - Low,1,3 - Highly satisfied
4583,1138,3 - Senior,11,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
4584,603,1 - Junior,1,Systems,Request,2 - Normal,0 - Unassigned,17,2 - Satisfied
4585,1319,4 - Management,43,Systems,Request,2 - Normal,3 - High,6,1 - Unsatisfied
4586,1857,2 - Regular,8,Systems,Request,2 - Normal,2 - Medium,7,0 - Unknown
4587,416,3 - Senior,45,Systems,Request,4 - Critical,0 - Unassigned,8,0 - Unknown
4588,1529,4 - Management,43,Systems,Request,2 - Normal,2 - Medium,7,0 - Unknown
4589,618,4 - Management,32,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
4590,639,2 - Regular,6,Hardware,Request,2 - Normal,1 - Low,33,1 - Unsatisfied
4591,1871,4 - Management,1,Access/Login,Request,2 - Normal,3 - High,1,0 - Unknown
4592,1891,1 - Junior,3,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
4593,451,4 - Management,48,Systems,Request,2 - Normal,3 - High,6,0 - Unknown
4594,137,2 - Regular,29,Systems,Request,2 - Normal,1 - Low,6,1 - Unsatisfied
4595,849,2 - Regular,38,Software,Request,2 - Normal,3 - High,4,3 - Highly satisfied
4596,178,2 - Regular,49,Systems,Request,2 - Normal,1 - Low,21,3 - Highly satisfied
4597,284,2 - Regular,18,Systems,Request,2 - Normal,0 - Unassigned,15,3 - Highly satisfied
4598,256,2 - Regular,41,Access/Login,Request,2 - Normal,2 - Medium,1,3 - Highly satisfied
4599,198,2 - Regular,11,Access/Login,Request,2 - Normal,3 - High,1,2 - Satisfied
4600,633,4 - Management,45,Systems,Request,2 - Normal,3 - High,6,3 - Highly satisfied
4601,249,1 - Junior,39,Software,Request,2 - Normal,1 - Low,9,1 - Unsatisfied
4602,948,1 - Junior,14,Systems,Request,2 - Normal,2 - Medium,17,1 - Unsatisfied
4603,50,2 - Regular,28,Access/Login,Request,2 - Normal,0 - Unassigned,2,0 - Unknown
4604,144,1 - Junior,4,Systems,Request,2 - Normal,0 - Unassigned,14,3 - Highly satisfied
4605,624,1 - Junior,48,Software,Issue,2 - Normal,1 - Low,5,2 - Satisfied
4606,1275,1 - Junior,9,Software,Request,2 - Normal,2 - Medium,5,3 - Highly satisfied
4607,1459,1 - Junior,24,Systems,Request,2 - Normal,0 - Unassigned,20,3 - Highly satisfied
4608,200,3 - Senior,32,Software,Request,2 - Normal,1 - Low,14,3 - Highly satisfied
4609,1295,4 - Management,46,Access/Login,Request,2 - Normal,3 - High,2,1 - Unsatisfied
4610,788,2 - Regular,35,Access/Login,Request,2 - Normal,1 - Low,0,3 - Highly satisfied
4611,1287,2 - Regular,45,Hardware,Request,2 - Normal,3 - High,11,3 - Highly satisfied
4612,60,4 - Management,19,Access/Login,Issue,4 - Critical,0 - Unassigned,0,1 - Unsatisfied
4613,518,4 - Management,24,Systems,Issue,3 - Major,0 - Unassigned,1,3 - Highly satisfied
4614,1260,3 - Senior,35,Software,Request,2 - Normal,3 - High,6,2 - Satisfied
4615,1368,2 - Regular,36,Systems,Request,2 - Normal,2 - Medium,7,2 - Satisfied
4616,1122,3 - Senior,50,Systems,Request,2 - Normal,3 - High,20,0 - Unknown
4617,226,4 - Management,47,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
4618,1838,4 - Management,11,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
4619,457,1 - Junior,34,Access/Login,Issue,3 - Major,1 - Low,0,3 - Highly satisfied
4620,380,1 - Junior,47,Access/Login,Issue,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
4621,1192,3 - Senior,9,Software,Issue,2 - Normal,2 - Medium,7,0 - Unknown
4622,49,3 - Senior,50,Hardware,Issue,2 - Normal,3 - High,18,2 - Satisfied
4623,1795,1 - Junior,8,Software,Request,2 - Normal,1 - Low,3,3 - Highly satisfied
4624,1674,2 - Regular,43,Systems,Issue,2 - Normal,0 - Unassigned,5,3 - Highly satisfied
4625,1617,4 - Management,16,Access/Login,Request,2 - Normal,0 - Unassigned,1,2 - Satisfied
4626,1227,2 - Regular,50,Hardware,Request,2 - Normal,3 - High,33,0 - Unknown
4627,256,2 - Regular,40,Systems,Request,2 - Normal,0 - Unassigned,14,3 - Highly satisfied
4628,858,4 - Management,48,Systems,Issue,2 - Normal,3 - High,1,3 - Highly satisfied
4629,309,1 - Junior,42,Access/Login,Request,2 - Normal,2 - Medium,0,2 - Satisfied
4630,501,1 - Junior,1,Software,Request,2 - Normal,2 - Medium,12,0 - Unknown
4631,557,2 - Regular,18,Access/Login,Request,3 - Major,3 - High,0,0 - Unknown
4632,97,2 - Regular,30,Systems,Request,2 - Normal,1 - Low,26,2 - Satisfied
4633,1104,1 - Junior,38,Systems,Request,2 - Normal,2 - Medium,13,1 - Unsatisfied
4634,873,3 - Senior,32,Systems,Issue,2 - Normal,3 - High,2,1 - Unsatisfied
4635,1078,1 - Junior,22,Access/Login,Request,2 - Normal,0 - Unassigned,1,1 - Unsatisfied
4636,1639,1 - Junior,13,Software,Request,2 - Normal,2 - Medium,11,1 - Unsatisfied
4637,1387,2 - Regular,1,Software,Issue,2 - Normal,0 - Unassigned,2,2 - Satisfied
4638,1998,1 - Junior,14,Systems,Request,2 - Normal,0 - Unassigned,7,1 - Unsatisfied
4639,1551,3 - Senior,48,Systems,Request,2 - Normal,0 - Unassigned,17,2 - Satisfied
4640,46,4 - Management,16,Systems,Request,2 - Normal,3 - High,5,2 - Satisfied
