age,job,salary,marital,education,targeted,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
26,blue-collar,20000,single,secondary,yes,no,96,yes,no,unknown,12,may,181,2,-1,0,unknown,no
38,blue-collar,20000,married,secondary,yes,no,332,yes,no,unknown,12,may,184,4,-1,0,unknown,no
46,services,70000,married,secondary,yes,no,1474,yes,no,unknown,12,may,148,3,-1,0,unknown,no
49,blue-collar,20000,married,secondary,yes,no,783,yes,no,unknown,12,may,166,4,-1,0,unknown,no
33,management,100000,single,tertiary,no,no,239,no,no,unknown,12,may,65,5,-1,0,unknown,no
45,blue-collar,20000,married,secondary,yes,no,27,yes,no,unknown,12,may,299,5,-1,0,unknown,no
32,management,100000,married,tertiary,yes,no,-24,yes,no,unknown,12,may,93,4,-1,0,unknown,no
39,blue-collar,20000,married,secondary,yes,no,23,yes,no,unknown,12,may,22,5,-1,0,unknown,no
53,blue-collar,20000,married,primary,yes,no,6386,yes,no,unknown,12,may,170,8,-1,0,unknown,no
28,unemployed,8000,single,secondary,yes,yes,-353,yes,no,unknown,12,may,89,3,-1,0,unknown,no
31,admin.,50000,married,secondary,yes,no,-474,yes,no,unknown,12,may,215,2,-1,0,unknown,no
34,entrepreneur,120000,single,tertiary,no,no,714,yes,no,unknown,12,may,166,4,-1,0,unknown,no
40,blue-collar,20000,married,primary,yes,no,570,yes,no,unknown,12,may,109,3,-1,0,unknown,no
29,blue-collar,20000,single,secondary,yes,no,16,no,no,unknown,12,may,197,3,-1,0,unknown,no
34,admin.,50000,single,secondary,yes,no,1504,yes,no,unknown,12,may,395,3,-1,0,unknown,no
38,management,100000,married,tertiary,yes,no,551,yes,no,unknown,12,may,1875,4,-1,0,unknown,no
31,services,70000,married,secondary,yes,no,-759,yes,no,unknown,12,may,220,2,-1,0,unknown,no
32,technician,60000,divorced,secondary,yes,no,1097,yes,no,unknown,12,may,298,2,-1,0,unknown,no
31,services,70000,married,secondary,yes,no,520,yes,no,unknown,12,may,123,7,-1,0,unknown,no
53,blue-collar,20000,single,unknown,no,no,0,no,no,unknown,12,may,140,7,-1,0,unknown,no
38,blue-collar,20000,single,unknown,no,no,573,yes,no,unknown,12,may,334,7,-1,0,unknown,no
57,blue-collar,20000,married,primary,yes,yes,0,yes,no,unknown,12,may,73,3,-1,0,unknown,no
58,entrepreneur,120000,married,tertiary,yes,no,146,yes,no,unknown,12,may,186,6,-1,0,unknown,no
50,blue-collar,20000,married,primary,yes,no,-37,yes,no,unknown,12,may,78,3,-1,0,unknown,no
36,blue-collar,20000,single,secondary,yes,no,90,yes,no,unknown,12,may,13,5,-1,0,unknown,no
46,blue-collar,20000,married,primary,yes,no,0,yes,no,unknown,12,may,51,9,-1,0,unknown,no
39,admin.,50000,single,secondary,yes,no,1242,yes,no,unknown,12,may,303,3,-1,0,unknown,no
31,admin.,50000,single,secondary,yes,no,98,yes,yes,unknown,12,may,159,3,-1,0,unknown,no
44,management,100000,single,tertiary,no,no,295,yes,no,unknown,12,may,103,8,-1,0,unknown,no
53,admin.,50000,married,secondary,yes,no,465,no,yes,unknown,12,may,95,3,-1,0,unknown,no
35,technician,60000,married,tertiary,yes,no,1473,yes,no,unknown,12,may,84,3,-1,0,unknown,no
40,blue-collar,20000,married,secondary,yes,no,3122,yes,no,unknown,12,may,344,3,-1,0,unknown,no
30,technician,60000,single,secondary,yes,no,317,yes,no,unknown,12,may,246,6,-1,0,unknown,no
33,blue-collar,20000,divorced,secondary,yes,no,176,yes,no,unknown,12,may,157,5,-1,0,unknown,no
39,blue-collar,20000,married,secondary,yes,no,661,yes,no,unknown,12,may,162,4,-1,0,unknown,no
25,admin.,50000,single,secondary,yes,no,1,yes,yes,unknown,12,may,24,12,-1,0,unknown,no
35,blue-collar,20000,married,primary,yes,no,-12,yes,no,unknown,12,may,212,5,-1,0,unknown,no
43,blue-collar,20000,married,primary,yes,no,1401,yes,no,unknown,12,may,195,2,-1,0,unknown,no
41,entrepreneur,120000,married,tertiary,yes,no,171,yes,no,unknown,12,may,143,4,-1,0,unknown,no
55,blue-collar,20000,married,primary,yes,no,431,yes,no,unknown,12,may,68,2,-1,0,unknown,no
49,technician,60000,divorced,secondary,yes,no,265,yes,no,unknown,12,may,274,6,-1,0,unknown,no
30,self-employed,60000,married,tertiary,yes,no,227,yes,yes,unknown,12,may,227,3,-1,0,unknown,no
37,blue-collar,20000,single,secondary,yes,no,336,yes,no,unknown,12,may,152,5,-1,0,unknown,no
46,unemployed,8000,divorced,secondary,yes,no,41,yes,no,unknown,12,may,249,4,-1,0,unknown,no
36,blue-collar,20000,married,secondary,yes,no,1554,yes,no,unknown,12,may,325,4,-1,0,unknown,no
45,services,70000,single,secondary,yes,no,141,yes,no,unknown,12,may,111,4,-1,0,unknown,no
48,blue-collar,20000,married,primary,yes,no,762,yes,no,unknown,12,may,81,4,-1,0,unknown,no
22,housemaid,16000,single,secondary,yes,no,650,yes,no,unknown,12,may,181,4,-1,0,unknown,no
46,admin.,50000,married,secondary,yes,no,250,no,no,unknown,13,may,85,2,-1,0,unknown,no
39,blue-collar,20000,married,secondary,yes,no,130,yes,no,unknown,13,may,141,6,-1,0,unknown,no
56,admin.,50000,married,secondary,yes,no,11,no,no,unknown,13,may,42,3,-1,0,unknown,no
35,management,100000,divorced,tertiary,no,no,36,yes,no,unknown,13,may,182,6,-1,0,unknown,no
45,blue-collar,20000,married,primary,yes,no,333,yes,no,unknown,13,may,160,3,-1,0,unknown,no
28,technician,60000,married,secondary,yes,no,487,yes,no,unknown,13,may,176,4,-1,0,unknown,no
32,admin.,50000,single,tertiary,no,no,594,yes,no,unknown,13,may,134,2,-1,0,unknown,no
52,services,70000,married,tertiary,yes,no,1135,yes,yes,unknown,13,may,514,5,-1,0,unknown,no
26,admin.,50000,divorced,secondary,yes,yes,-3,yes,no,unknown,13,may,181,5,-1,0,unknown,no
22,blue-collar,20000,single,primary,yes,no,-168,yes,no,unknown,13,may,160,3,-1,0,unknown,no
35,blue-collar,20000,married,primary,yes,no,414,no,no,unknown,13,may,504,4,-1,0,unknown,yes
44,technician,60000,single,tertiary,no,no,166,yes,no,unknown,13,may,267,3,-1,0,unknown,no
31,blue-collar,20000,married,secondary,yes,no,472,yes,no,unknown,13,may,907,2,-1,0,unknown,no
28,blue-collar,20000,married,secondary,yes,no,-95,yes,no,unknown,13,may,200,1,-1,0,unknown,no
23,technician,60000,single,secondary,yes,no,158,yes,no,unknown,13,may,139,1,-1,0,unknown,no
26,technician,60000,single,secondary,yes,no,8,no,no,unknown,13,may,147,1,-1,0,unknown,no
31,admin.,50000,single,secondary,yes,no,296,yes,no,unknown,13,may,161,1,-1,0,unknown,no
27,admin.,50000,single,secondary,yes,no,-541,yes,yes,unknown,13,may,153,1,-1,0,unknown,no
34,services,70000,single,secondary,yes,no,23,no,no,unknown,13,may,109,1,-1,0,unknown,no
25,blue-collar,20000,single,primary,yes,no,17,yes,no,unknown,13,may,97,2,-1,0,unknown,no
25,blue-collar,20000,single,secondary,yes,no,335,yes,no,unknown,13,may,164,1,-1,0,unknown,no
22,services,70000,single,secondary,yes,no,395,yes,no,unknown,13,may,70,1,-1,0,unknown,no
37,blue-collar,20000,divorced,secondary,yes,no,178,yes,no,unknown,13,may,71,1,-1,0,unknown,no
26,entrepreneur,120000,single,secondary,yes,no,101,yes,no,unknown,13,may,723,1,-1,0,unknown,no
32,blue-collar,20000,married,secondary,yes,no,-428,yes,no,unknown,13,may,518,1,-1,0,unknown,no
26,technician,60000,single,secondary,yes,no,24299,yes,no,unknown,13,may,704,1,-1,0,unknown,no
27,blue-collar,20000,single,secondary,yes,no,181,no,no,unknown,13,may,147,1,-1,0,unknown,no
22,services,70000,married,secondary,yes,no,83,yes,no,unknown,13,may,101,1,-1,0,unknown,no
32,technician,60000,married,secondary,yes,no,175,yes,no,unknown,13,may,142,1,-1,0,unknown,no
33,management,100000,divorced,secondary,yes,no,5,yes,no,unknown,13,may,1346,1,-1,0,unknown,yes
34,admin.,50000,married,secondary,yes,no,3185,yes,no,unknown,13,may,520,1,-1,0,unknown,no
31,blue-collar,20000,married,secondary,yes,no,2577,yes,no,unknown,13,may,611,2,-1,0,unknown,no
28,technician,60000,single,secondary,yes,no,216,yes,no,unknown,13,may,66,1,-1,0,unknown,no
37,blue-collar,20000,married,secondary,yes,no,166,yes,no,unknown,13,may,135,3,-1,0,unknown,no
45,blue-collar,20000,married,primary,yes,no,323,yes,no,unknown,13,may,276,2,-1,0,unknown,no
31,management,100000,married,tertiary,yes,no,334,yes,no,unknown,13,may,449,1,-1,0,unknown,no
48,entrepreneur,120000,married,secondary,yes,no,86,yes,no,unknown,13,may,98,1,-1,0,unknown,no
24,admin.,50000,single,secondary,yes,no,845,yes,no,unknown,13,may,105,1,-1,0,unknown,no
24,technician,60000,single,secondary,yes,no,-126,yes,yes,unknown,13,may,382,2,-1,0,unknown,no
45,services,70000,married,secondary,yes,no,-3,yes,no,unknown,13,may,213,1,-1,0,unknown,no
26,services,70000,married,secondary,yes,no,54,yes,no,unknown,13,may,116,1,-1,0,unknown,no
24,technician,60000,single,secondary,yes,no,-192,yes,no,unknown,13,may,125,1,-1,0,unknown,no
29,blue-collar,20000,married,secondary,yes,no,125,yes,no,unknown,13,may,50,1,-1,0,unknown,no
34,blue-collar,20000,single,primary,yes,no,2146,yes,no,unknown,13,may,138,1,-1,0,unknown,no
30,technician,60000,single,tertiary,no,no,-522,yes,no,unknown,13,may,375,1,-1,0,unknown,no
21,student,4000,single,secondary,yes,no,99,yes,no,unknown,13,may,49,1,-1,0,unknown,no
42,blue-collar,20000,married,secondary,yes,no,-1664,yes,no,unknown,13,may,169,1,-1,0,unknown,no
32,unemployed,8000,married,secondary,yes,yes,2,yes,no,unknown,13,may,178,2,-1,0,unknown,no
40,services,70000,married,secondary,yes,no,2172,yes,yes,unknown,13,may,1386,1,-1,0,unknown,no
33,management,100000,single,tertiary,no,no,168,yes,no,unknown,13,may,155,1,-1,0,unknown,no
32,technician,60000,married,primary,yes,no,62,yes,yes,unknown,13,may,120,1,-1,0,unknown,no
25,admin.,50000,single,secondary,yes,no,768,yes,no,unknown,13,may,203,1,-1,0,unknown,no
41,blue-collar,20000,married,secondary,yes,no,429,yes,no,unknown,13,may,244,1,-1,0,unknown,no
37,admin.,50000,married,secondary,yes,no,36,yes,no,unknown,13,may,428,1,-1,0,unknown,no
29,blue-collar,20000,married,primary,yes,no,0,yes,no,unknown,13,may,53,1,-1,0,unknown,no
29,technician,60000,single,secondary,yes,no,544,yes,no,unknown,13,may,360,1,-1,0,unknown,no
46,services,70000,divorced,primary,yes,no,91,yes,no,unknown,13,may,215,1,-1,0,unknown,no
32,management,100000,single,tertiary,no,yes,-3,yes,no,unknown,13,may,500,2,-1,0,unknown,no
30,admin.,50000,single,secondary,yes,no,1374,yes,no,unknown,13,may,207,1,-1,0,unknown,no
38,management,100000,married,tertiary,yes,no,119,yes,no,unknown,13,may,568,4,-1,0,unknown,yes
22,services,70000,single,secondary,yes,no,279,yes,no,unknown,13,may,270,1,-1,0,unknown,no
22,management,100000,single,secondary,yes,no,594,yes,no,unknown,13,may,154,1,-1,0,unknown,no
32,services,70000,single,secondary,yes,no,-121,yes,yes,unknown,13,may,272,1,-1,0,unknown,no
36,blue-collar,20000,married,secondary,yes,no,-195,yes,no,unknown,13,may,229,1,-1,0,unknown,no
30,technician,60000,single,secondary,yes,no,-208,yes,yes,unknown,13,may,108,1,-1,0,unknown,no
26,blue-collar,20000,single,secondary,yes,no,309,yes,no,unknown,13,may,210,1,-1,0,unknown,no
41,blue-collar,20000,divorced,primary,yes,yes,210,yes,no,unknown,13,may,383,1,-1,0,unknown,no
42,unemployed,8000,married,secondary,yes,no,135,yes,no,unknown,13,may,259,6,-1,0,unknown,no
45,blue-collar,20000,married,secondary,yes,no,66,yes,no,unknown,13,may,3366,3,-1,0,unknown,no
24,services,70000,single,secondary,yes,yes,-122,yes,no,unknown,13,may,1000,1,-1,0,unknown,yes
54,retired,55000,divorced,tertiary,no,no,0,no,no,unknown,13,may,618,1,-1,0,unknown,yes
33,blue-collar,20000,single,unknown,no,no,-90,yes,no,unknown,13,may,415,1,-1,0,unknown,no
28,blue-collar,20000,married,primary,yes,no,286,yes,no,unknown,13,may,237,1,-1,0,unknown,no
36,admin.,50000,married,secondary,yes,no,-423,yes,yes,unknown,13,may,106,1,-1,0,unknown,no
34,blue-collar,20000,single,primary,yes,no,505,yes,no,unknown,13,may,351,1,-1,0,unknown,no
28,admin.,50000,single,secondary,yes,no,296,yes,no,unknown,13,may,218,1,-1,0,unknown,no
31,technician,60000,single,tertiary,no,no,279,yes,no,unknown,13,may,198,1,-1,0,unknown,no
53,services,70000,married,secondary,yes,no,367,yes,yes,unknown,13,may,284,2,-1,0,unknown,no
20,blue-collar,20000,single,secondary,yes,no,129,yes,yes,unknown,13,may,190,1,-1,0,unknown,no
47,retired,55000,married,primary,yes,yes,-13,no,no,unknown,13,may,295,1,-1,0,unknown,no
33,blue-collar,20000,married,primary,yes,no,1309,yes,no,unknown,13,may,262,1,-1,0,unknown,no
24,blue-collar,20000,single,secondary,yes,no,-10,yes,no,unknown,13,may,106,1,-1,0,unknown,no
23,admin.,50000,single,secondary,yes,no,5,yes,no,unknown,13,may,93,1,-1,0,unknown,no
27,blue-collar,20000,single,secondary,yes,no,71,yes,no,unknown,13,may,174,1,-1,0,unknown,no
23,admin.,50000,single,secondary,yes,no,281,yes,no,unknown,13,may,124,1,-1,0,unknown,no
30,blue-collar,20000,married,secondary,yes,no,173,yes,no,unknown,13,may,217,1,-1,0,unknown,no
34,blue-collar,20000,divorced,secondary,yes,no,383,yes,no,unknown,13,may,2231,1,-1,0,unknown,yes
55,blue-collar,20000,divorced,primary,yes,no,39,yes,no,unknown,13,may,343,1,-1,0,unknown,no
57,management,100000,married,primary,yes,no,1052,yes,no,unknown,13,may,227,4,-1,0,unknown,no
59,retired,55000,divorced,unknown,no,no,-49,yes,no,unknown,13,may,248,2,-1,0,unknown,no
20,services,70000,single,secondary,yes,no,-103,yes,no,unknown,13,may,180,1,-1,0,unknown,no
30,services,70000,married,secondary,yes,yes,-846,yes,no,unknown,13,may,117,1,-1,0,unknown,no
41,admin.,50000,married,secondary,yes,no,705,yes,no,unknown,13,may,205,1,-1,0,unknown,no
37,services,70000,single,secondary,yes,no,1950,yes,no,unknown,13,may,370,1,-1,0,unknown,no
31,admin.,50000,divorced,secondary,yes,no,253,yes,no,unknown,13,may,289,2,-1,0,unknown,no
39,management,100000,single,tertiary,no,no,595,yes,no,unknown,13,may,427,1,-1,0,unknown,no
28,blue-collar,20000,married,secondary,yes,no,-185,yes,yes,unknown,13,may,170,1,-1,0,unknown,no
44,blue-collar,20000,married,primary,yes,no,353,yes,no,unknown,13,may,705,1,-1,0,unknown,no
31,technician,60000,married,secondary,yes,no,2363,yes,no,unknown,13,may,247,1,-1,0,unknown,no
28,blue-collar,20000,married,unknown,no,no,52,yes,no,unknown,13,may,226,1,-1,0,unknown,no
51,technician,60000,married,unknown,no,no,205,yes,yes,unknown,13,may,665,1,-1,0,unknown,no
34,management,100000,married,tertiary,yes,no,1557,yes,yes,unknown,13,may,213,1,-1,0,unknown,no
24,technician,60000,single,tertiary,no,no,596,yes,no,unknown,13,may,451,1,-1,0,unknown,no
29,self-employed,60000,single,tertiary,no,no,-114,yes,no,unknown,13,may,174,1,-1,0,unknown,no
50,management,100000,married,primary,yes,no,478,no,no,unknown,13,may,126,5,-1,0,unknown,no
21,blue-collar,20000,single,secondary,yes,no,614,yes,no,unknown,13,may,243,3,-1,0,unknown,no
29,blue-collar,20000,single,secondary,yes,no,783,yes,no,unknown,13,may,166,1,-1,0,unknown,no
26,blue-collar,20000,single,secondary,yes,no,401,yes,no,unknown,13,may,373,1,-1,0,unknown,no
26,admin.,50000,single,secondary,yes,no,92,yes,no,unknown,13,may,259,1,-1,0,unknown,no
21,blue-collar,20000,single,secondary,yes,no,-273,yes,yes,unknown,13,may,340,1,-1,0,unknown,no
23,blue-collar,20000,single,primary,yes,no,2594,yes,no,unknown,13,may,193,1,-1,0,unknown,no
25,services,70000,single,secondary,yes,no,382,yes,no,unknown,13,may,392,1,-1,0,unknown,no
40,blue-collar,20000,married,primary,yes,no,-166,yes,no,unknown,13,may,136,1,-1,0,unknown,no
39,admin.,50000,divorced,secondary,yes,no,-141,yes,no,unknown,13,may,148,1,-1,0,unknown,no
25,blue-collar,20000,single,secondary,yes,no,-250,yes,no,unknown,13,may,456,1,-1,0,unknown,no
26,technician,60000,married,tertiary,yes,no,3825,yes,no,unknown,13,may,107,1,-1,0,unknown,no
57,technician,60000,married,secondary,yes,no,0,no,no,unknown,13,may,44,1,-1,0,unknown,no
61,retired,55000,married,primary,yes,no,1060,yes,no,unknown,13,may,118,1,-1,0,unknown,no
34,blue-collar,20000,married,secondary,yes,no,-185,yes,yes,unknown,13,may,276,1,-1,0,unknown,no
47,unemployed,8000,married,secondary,yes,no,955,yes,no,unknown,13,may,47,1,-1,0,unknown,no
31,self-employed,60000,married,secondary,yes,no,263,yes,no,unknown,13,may,150,2,-1,0,unknown,no
45,blue-collar,20000,married,secondary,yes,no,4646,yes,no,unknown,13,may,118,1,-1,0,unknown,no
33,technician,60000,single,tertiary,no,no,989,yes,yes,unknown,13,may,232,3,-1,0,unknown,no
27,technician,60000,married,secondary,yes,no,232,yes,yes,unknown,13,may,1167,1,-1,0,unknown,no
41,unemployed,8000,married,primary,yes,no,1483,yes,no,unknown,13,may,227,1,-1,0,unknown,no
58,technician,60000,married,secondary,yes,no,7495,yes,no,unknown,13,may,325,1,-1,0,unknown,no
45,management,100000,married,tertiary,yes,no,0,yes,yes,unknown,13,may,147,1,-1,0,unknown,no
49,self-employed,60000,married,tertiary,yes,no,2199,yes,no,unknown,13,may,98,1,-1,0,unknown,no
42,blue-collar,20000,married,secondary,yes,no,476,yes,no,unknown,13,may,93,1,-1,0,unknown,no
52,blue-collar,20000,married,secondary,yes,no,148,yes,no,unknown,13,may,83,1,-1,0,unknown,no
52,services,70000,married,secondary,yes,no,3241,yes,no,unknown,13,may,105,1,-1,0,unknown,no
49,retired,55000,married,primary,yes,no,2665,yes,no,unknown,13,may,67,1,-1,0,unknown,no
59,retired,55000,married,secondary,yes,no,1875,yes,no,unknown,13,may,77,1,-1,0,unknown,no
54,management,100000,married,primary,yes,no,879,yes,no,unknown,13,may,191,1,-1,0,unknown,no
46,blue-collar,20000,married,secondary,yes,no,1934,yes,no,unknown,13,may,20,1,-1,0,unknown,no
44,management,100000,married,tertiary,yes,no,0,no,no,unknown,13,may,27,1,-1,0,unknown,no
26,services,70000,married,secondary,yes,no,380,yes,no,unknown,13,may,260,3,-1,0,unknown,no
46,blue-collar,20000,married,secondary,yes,no,2485,yes,no,unknown,13,may,174,4,-1,0,unknown,no
59,retired,55000,married,primary,yes,no,5521,yes,yes,unknown,13,may,94,1,-1,0,unknown,no
43,blue-collar,20000,married,unknown,no,no,24,yes,no,unknown,13,may,23,2,-1,0,unknown,no
50,blue-collar,20000,married,secondary,yes,no,160,yes,no,unknown,13,may,334,1,-1,0,unknown,no
26,blue-collar,20000,single,secondary,yes,no,-204,yes,no,unknown,13,may,609,2,-1,0,unknown,no
54,blue-collar,20000,married,unknown,no,no,363,yes,no,unknown,13,may,202,1,-1,0,unknown,no
44,technician,60000,divorced,secondary,yes,no,181,no,no,unknown,13,may,302,1,-1,0,unknown,no
36,admin.,50000,divorced,secondary,yes,no,307,yes,no,unknown,13,may,121,2,-1,0,unknown,no
51,services,70000,married,unknown,no,no,193,yes,no,unknown,13,may,202,3,-1,0,unknown,no
59,retired,55000,married,secondary,yes,no,3382,yes,no,unknown,13,may,806,1,-1,0,unknown,no
42,management,100000,married,tertiary,yes,no,1823,yes,no,unknown,13,may,31,1,-1,0,unknown,no
41,services,70000,married,secondary,yes,no,-111,yes,no,unknown,13,may,21,1,-1,0,unknown,no
43,blue-collar,20000,married,unknown,no,no,3373,yes,no,unknown,13,may,156,1,-1,0,unknown,no
40,self-employed,60000,married,primary,yes,no,92,yes,no,unknown,13,may,92,1,-1,0,unknown,no
32,technician,60000,married,tertiary,yes,no,463,yes,no,unknown,13,may,128,2,-1,0,unknown,no
55,technician,60000,married,unknown,no,no,1192,yes,no,unknown,13,may,481,1,-1,0,unknown,no
59,retired,55000,married,secondary,yes,no,2376,no,no,unknown,13,may,766,1,-1,0,unknown,no
30,blue-collar,20000,married,secondary,yes,no,-166,yes,yes,unknown,13,may,255,5,-1,0,unknown,no
47,admin.,50000,married,secondary,yes,no,3960,yes,no,unknown,13,may,110,1,-1,0,unknown,no
23,entrepreneur,120000,single,primary,yes,no,4,yes,no,unknown,13,may,395,2,-1,0,unknown,yes
44,blue-collar,20000,married,primary,yes,no,23,yes,no,unknown,13,may,135,1,-1,0,unknown,no
45,technician,60000,married,secondary,yes,no,639,yes,no,unknown,13,may,192,1,-1,0,unknown,no
35,technician,60000,single,secondary,yes,no,2144,yes,no,unknown,13,may,188,2,-1,0,unknown,no
41,technician,60000,divorced,secondary,yes,no,225,yes,yes,unknown,13,may,139,1,-1,0,unknown,no
59,management,100000,divorced,primary,yes,no,13308,yes,no,unknown,13,may,131,1,-1,0,unknown,no
29,services,70000,single,primary,yes,no,95,yes,no,unknown,13,may,266,2,-1,0,unknown,no
48,services,70000,married,secondary,yes,no,1199,yes,no,unknown,13,may,76,1,-1,0,unknown,no
49,management,100000,married,tertiary,yes,no,400,yes,no,unknown,13,may,122,1,-1,0,unknown,no
60,blue-collar,20000,married,primary,yes,no,1262,yes,yes,unknown,13,may,1015,1,-1,0,unknown,yes
45,management,100000,married,tertiary,yes,no,849,no,no,unknown,13,may,60,1,-1,0,unknown,no
48,management,100000,married,tertiary,yes,no,1949,yes,no,unknown,13,may,683,2,-1,0,unknown,yes
45,entrepreneur,120000,divorced,tertiary,no,no,-395,yes,no,unknown,13,may,470,1,-1,0,unknown,yes
48,management,100000,married,tertiary,yes,no,618,no,no,unknown,13,may,149,1,-1,0,unknown,no
54,retired,55000,married,primary,yes,no,0,yes,no,unknown,13,may,106,1,-1,0,unknown,no
44,technician,60000,married,tertiary,yes,no,0,yes,yes,unknown,13,may,127,2,-1,0,unknown,no
46,blue-collar,20000,single,primary,yes,no,355,yes,no,unknown,13,may,320,1,-1,0,unknown,no
52,admin.,50000,divorced,secondary,yes,no,131,yes,yes,unknown,13,may,145,1,-1,0,unknown,no
44,management,100000,married,tertiary,yes,no,6203,yes,yes,unknown,13,may,129,1,-1,0,unknown,no
52,services,70000,divorced,secondary,yes,no,1635,yes,no,unknown,13,may,730,1,-1,0,unknown,no
46,entrepreneur,120000,single,tertiary,no,no,580,yes,no,unknown,13,may,36,1,-1,0,unknown,no
54,admin.,50000,divorced,secondary,yes,no,1814,no,no,unknown,13,may,521,1,-1,0,unknown,no
49,entrepreneur,120000,divorced,secondary,yes,no,159,yes,no,unknown,13,may,95,3,-1,0,unknown,no
46,management,100000,married,tertiary,yes,no,48,no,no,unknown,13,may,120,1,-1,0,unknown,no
48,services,70000,divorced,primary,yes,no,189,yes,no,unknown,13,may,768,1,-1,0,unknown,no
43,blue-collar,20000,married,unknown,no,no,-633,yes,yes,unknown,13,may,277,1,-1,0,unknown,no
50,blue-collar,20000,married,primary,yes,no,5356,no,no,unknown,13,may,289,1,-1,0,unknown,no
44,blue-collar,20000,married,secondary,yes,no,476,yes,no,unknown,13,may,473,1,-1,0,unknown,no
43,unemployed,8000,divorced,secondary,yes,no,4478,yes,no,unknown,13,may,133,1,-1,0,unknown,no
51,admin.,50000,single,secondary,yes,no,3132,no,no,unknown,13,may,459,1,-1,0,unknown,no
59,retired,55000,married,tertiary,yes,no,-892,yes,no,unknown,13,may,129,1,-1,0,unknown,no
52,technician,60000,married,secondary,yes,no,11,yes,no,unknown,13,may,420,1,-1,0,unknown,no
35,admin.,50000,single,secondary,yes,no,414,yes,no,unknown,13,may,386,2,-1,0,unknown,no
36,blue-collar,20000,married,secondary,yes,no,1165,yes,no,unknown,13,may,1001,4,-1,0,unknown,yes
32,services,70000,married,secondary,yes,no,3839,yes,no,unknown,13,may,76,1,-1,0,unknown,no
41,blue-collar,20000,married,secondary,yes,no,196,yes,no,unknown,13,may,488,1,-1,0,unknown,no
47,blue-collar,20000,married,primary,yes,no,521,yes,no,unknown,13,may,262,1,-1,0,unknown,no
45,services,70000,married,secondary,yes,no,350,yes,yes,unknown,13,may,146,1,-1,0,unknown,no
45,blue-collar,20000,married,secondary,yes,no,8680,yes,no,unknown,13,may,503,1,-1,0,unknown,no
45,entrepreneur,120000,divorced,tertiary,no,no,0,yes,no,unknown,13,may,170,1,-1,0,unknown,no
29,technician,60000,single,secondary,yes,no,309,yes,no,unknown,13,may,214,1,-1,0,unknown,no
36,management,100000,married,tertiary,yes,no,125,yes,no,unknown,13,may,355,1,-1,0,unknown,no
37,blue-collar,20000,divorced,secondary,yes,no,368,yes,no,unknown,13,may,194,2,-1,0,unknown,no
44,admin.,50000,married,secondary,yes,no,1362,yes,no,unknown,13,may,46,1,-1,0,unknown,no
56,retired,55000,married,secondary,yes,no,296,yes,no,unknown,13,may,128,1,-1,0,unknown,no
52,management,100000,married,unknown,no,no,2240,yes,no,unknown,13,may,845,1,-1,0,unknown,yes
57,management,100000,married,secondary,yes,no,1026,yes,no,unknown,13,may,52,2,-1,0,unknown,no
54,services,70000,married,secondary,yes,no,1301,yes,no,unknown,13,may,173,1,-1,0,unknown,no
49,entrepreneur,120000,married,primary,yes,no,199,no,no,unknown,13,may,113,2,-1,0,unknown,no
24,blue-collar,20000,single,unknown,no,no,11,yes,no,unknown,13,may,109,2,-1,0,unknown,no
42,self-employed,60000,married,tertiary,yes,no,5,yes,no,unknown,13,may,853,1,-1,0,unknown,no
40,management,100000,married,tertiary,yes,no,373,yes,yes,unknown,13,may,518,1,-1,0,unknown,no
25,management,100000,single,tertiary,no,no,1270,yes,no,unknown,13,may,124,2,-1,0,unknown,no
28,blue-collar,20000,single,secondary,yes,no,416,yes,no,unknown,13,may,452,2,-1,0,unknown,no
53,retired,55000,married,secondary,yes,no,-27,no,no,unknown,13,may,209,9,-1,0,unknown,no
40,admin.,50000,divorced,secondary,yes,no,221,yes,no,unknown,13,may,154,2,-1,0,unknown,no
27,services,70000,single,secondary,yes,no,331,yes,no,unknown,13,may,203,2,-1,0,unknown,no
34,management,100000,married,tertiary,yes,no,402,yes,no,unknown,13,may,813,2,-1,0,unknown,no
56,self-employed,60000,married,secondary,yes,no,123,no,no,unknown,13,may,81,1,-1,0,unknown,no
45,blue-collar,20000,married,secondary,yes,no,105,yes,yes,unknown,13,may,119,1,-1,0,unknown,no
27,blue-collar,20000,married,secondary,yes,no,0,yes,no,unknown,13,may,296,1,-1,0,unknown,no
53,retired,55000,married,tertiary,yes,no,1691,no,no,unknown,13,may,916,2,-1,0,unknown,no
34,technician,60000,single,tertiary,no,no,2,yes,no,unknown,13,may,60,2,-1,0,unknown,no
44,admin.,50000,single,unknown,no,no,3,yes,no,unknown,13,may,443,1,-1,0,unknown,no
46,blue-collar,20000,married,primary,yes,no,399,yes,no,unknown,13,may,353,1,-1,0,unknown,no
53,retired,55000,single,secondary,yes,no,1421,yes,no,unknown,13,may,225,2,-1,0,unknown,no
26,technician,60000,married,tertiary,yes,no,8,yes,yes,unknown,13,may,262,2,-1,0,unknown,no
31,admin.,50000,single,secondary,yes,no,150,yes,yes,unknown,13,may,431,2,-1,0,unknown,no
35,services,70000,married,secondary,yes,no,-371,yes,no,unknown,13,may,358,2,-1,0,unknown,no
43,technician,60000,married,secondary,yes,no,1916,yes,no,unknown,13,may,565,2,-1,0,unknown,no
