ticket,requestor,RequestorSeniority,ITOwner,FiledAgainst,TicketType,Severity,Priority,daysOpen,label
53782,879,2 - Regular,10,Access/Login,Issue,2 - Normal,1 - Low,2,3 - Highly satisfied
53783,1471,3 - Senior,3,Software,Issue,2 - Normal,3 - High,4,1 - Unsatisfied
53784,1214,4 - Management,2,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
53785,979,3 - Senior,15,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
53786,1866,3 - Senior,11,Access/Login,Request,2 - Normal,2 - Medium,0,3 - Highly satisfied
53787,1310,2 - Regular,38,Access/Login,Request,2 - Normal,1 - Low,0,0 - Unknown
53788,790,4 - Management,22,Systems,Request,2 - Normal,3 - High,13,0 - Unknown
53789,1392,1 - Junior,48,Systems,Issue,2 - Normal,1 - Low,2,0 - Unknown
53790,1425,4 - Management,3,Systems,Request,2 - Normal,3 - High,16,0 - Unknown
53791,289,3 - Senior,36,Systems,Issue,2 - Normal,3 - High,6,2 - Satisfied
53792,452,2 - Regular,14,Software,Request,2 - Normal,2 - Medium,11,2 - Satisfied
53793,170,3 - Senior,9,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
53794,77,2 - Regular,13,Software,Issue,2 - Normal,0 - Unassigned,1,1 - Unsatisfied
53795,967,2 - Regular,17,Access/Login,Request,2 - Normal,1 - Low,0,2 - Satisfied
53796,1603,1 - Junior,2,Systems,Request,2 - Normal,1 - Low,5,2 - Satisfied
53797,1782,4 - Management,18,Access/Login,Issue,2 - Normal,2 - Medium,0,3 - Highly satisfied
53798,559,1 - Junior,35,Systems,Issue,2 - Normal,2 - Medium,6,1 - Unsatisfied
53799,895,3 - Senior,33,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
53800,1873,2 - Regular,16,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
53801,1679,2 - Regular,39,Systems,Request,2 - Normal,0 - Unassigned,27,2 - Satisfied
53802,1679,2 - Regular,12,Systems,Request,2 - Normal,0 - Unassigned,5,2 - Satisfied
53803,1884,2 - Regular,26,Access/Login,Request,2 - Normal,0 - Unassigned,2,1 - Unsatisfied
53804,1138,3 - Senior,17,Access/Login,Issue,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
53805,1775,2 - Regular,1,Systems,Request,2 - Normal,2 - Medium,26,1 - Unsatisfied
53806,1635,4 - Management,38,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
53807,427,2 - Regular,7,Access/Login,Request,2 - Normal,1 - Low,1,1 - Unsatisfied
53808,1694,3 - Senior,47,Systems,Request,2 - Normal,0 - Unassigned,5,2 - Satisfied
53809,1382,3 - Senior,43,Software,Request,2 - Normal,3 - High,6,2 - Satisfied
53810,464,2 - Regular,23,Systems,Issue,2 - Normal,3 - High,3,3 - Highly satisfied
53811,1224,3 - Senior,2,Systems,Issue,2 - Normal,0 - Unassigned,2,3 - Highly satisfied
53812,1800,2 - Regular,44,Systems,Request,2 - Normal,2 - Medium,13,1 - Unsatisfied
53813,106,1 - Junior,41,Systems,Request,2 - Normal,1 - Low,15,3 - Highly satisfied
53814,1230,2 - Regular,6,Systems,Issue,2 - Normal,1 - Low,2,0 - Unknown
53815,560,2 - Regular,9,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
53816,235,3 - Senior,9,Software,Request,2 - Normal,3 - High,4,0 - Unknown
53817,1678,4 - Management,6,Access/Login,Request,2 - Normal,3 - High,2,2 - Satisfied
53818,85,2 - Regular,5,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
53819,520,2 - Regular,23,Systems,Issue,2 - Normal,2 - Medium,4,1 - Unsatisfied
53820,885,3 - Senior,34,Software,Request,2 - Normal,3 - High,3,3 - Highly satisfied
53821,1901,2 - Regular,7,Software,Request,2 - Normal,2 - Medium,13,3 - Highly satisfied
53822,1922,1 - Junior,22,Access/Login,Issue,4 - Critical,1 - Low,0,2 - Satisfied
53823,485,4 - Management,16,Systems,Issue,3 - Major,3 - High,2,3 - Highly satisfied
53824,1682,3 - Senior,39,Systems,Issue,2 - Normal,3 - High,4,1 - Unsatisfied
53825,1692,3 - Senior,36,Systems,Request,2 - Normal,3 - High,7,2 - Satisfied
53826,15,4 - Management,15,Systems,Request,2 - Normal,3 - High,6,3 - Highly satisfied
53827,1557,2 - Regular,39,Software,Request,3 - Major,0 - Unassigned,13,1 - Unsatisfied
53828,176,3 - Senior,1,Software,Request,2 - Normal,3 - High,8,0 - Unknown
53829,120,1 - Junior,14,Systems,Issue,2 - Normal,1 - Low,7,2 - Satisfied
53830,556,4 - Management,4,Access/Login,Issue,2 - Normal,3 - High,0,0 - Unknown
53831,515,3 - Senior,29,Systems,Request,2 - Normal,3 - High,8,0 - Unknown
53832,1157,4 - Management,39,Hardware,Request,1 - Minor,3 - High,31,1 - Unsatisfied
53833,76,3 - Senior,21,Software,Request,2 - Normal,3 - High,4,3 - Highly satisfied
53834,968,2 - Regular,25,Access/Login,Request,2 - Normal,2 - Medium,1,2 - Satisfied
53835,779,1 - Junior,19,Systems,Request,2 - Normal,0 - Unassigned,21,1 - Unsatisfied
53836,1317,4 - Management,12,Access/Login,Issue,1 - Minor,2 - Medium,0,3 - Highly satisfied
53837,190,1 - Junior,50,Hardware,Request,2 - Normal,1 - Low,30,1 - Unsatisfied
53838,990,3 - Senior,33,Access/Login,Request,2 - Normal,2 - Medium,0,1 - Unsatisfied
53839,1415,2 - Regular,37,Access/Login,Request,2 - Normal,0 - Unassigned,1,0 - Unknown
53840,1536,2 - Regular,14,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
53841,1613,3 - Senior,4,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
53842,520,2 - Regular,24,Systems,Request,2 - Normal,0 - Unassigned,8,0 - Unknown
53843,1801,3 - Senior,25,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
53844,1747,2 - Regular,32,Software,Request,2 - Normal,3 - High,9,2 - Satisfied
53845,236,2 - Regular,13,Systems,Issue,4 - Critical,0 - Unassigned,3,1 - Unsatisfied
53846,533,3 - Senior,27,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
53847,455,2 - Regular,17,Access/Login,Issue,2 - Normal,2 - Medium,0,0 - Unknown
53848,1757,1 - Junior,45,Hardware,Request,2 - Normal,1 - Low,15,3 - Highly satisfied
53849,700,3 - Senior,15,Software,Request,3 - Major,3 - High,2,3 - Highly satisfied
53850,126,1 - Junior,36,Systems,Request,2 - Normal,0 - Unassigned,5,3 - Highly satisfied
53851,721,1 - Junior,12,Systems,Request,2 - Normal,0 - Unassigned,12,3 - Highly satisfied
53852,1437,4 - Management,41,Systems,Request,2 - Normal,3 - High,7,3 - Highly satisfied
53853,155,3 - Senior,30,Access/Login,Issue,2 - Normal,3 - High,0,0 - Unknown
53854,824,4 - Management,31,Systems,Request,2 - Normal,0 - Unassigned,5,0 - Unknown
53855,1986,2 - Regular,15,Systems,Request,2 - Normal,1 - Low,6,2 - Satisfied
53856,734,1 - Junior,8,Software,Request,2 - Normal,2 - Medium,4,3 - Highly satisfied
53857,972,2 - Regular,41,Systems,Request,3 - Major,3 - High,15,0 - Unknown
53858,19,4 - Management,16,Systems,Issue,2 - Normal,3 - High,2,1 - Unsatisfied
53859,806,3 - Senior,34,Systems,Request,2 - Normal,0 - Unassigned,8,3 - Highly satisfied
53860,453,2 - Regular,46,Access/Login,Issue,2 - Normal,0 - Unassigned,1,2 - Satisfied
53861,1414,1 - Junior,49,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
53862,1530,3 - Senior,48,Systems,Request,2 - Normal,2 - Medium,6,2 - Satisfied
53863,1058,4 - Management,8,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
53864,1681,2 - Regular,37,Systems,Request,2 - Normal,0 - Unassigned,7,3 - Highly satisfied
53865,1199,2 - Regular,12,Hardware,Request,2 - Normal,2 - Medium,16,1 - Unsatisfied
53866,728,2 - Regular,41,Access/Login,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
53867,855,4 - Management,33,Systems,Request,2 - Normal,0 - Unassigned,5,2 - Satisfied
53868,718,2 - Regular,49,Access/Login,Issue,2 - Normal,1 - Low,0,1 - Unsatisfied
53869,1283,2 - Regular,48,Software,Request,2 - Normal,1 - Low,14,2 - Satisfied
53870,461,4 - Management,33,Systems,Request,2 - Normal,3 - High,8,2 - Satisfied
53871,831,2 - Regular,15,Systems,Issue,2 - Normal,2 - Medium,1,3 - Highly satisfied
53872,796,1 - Junior,4,Systems,Issue,2 - Normal,2 - Medium,10,2 - Satisfied
53873,1516,2 - Regular,38,Systems,Request,2 - Normal,2 - Medium,10,0 - Unknown
53874,600,4 - Management,22,Software,Request,2 - Normal,3 - High,6,2 - Satisfied
53875,671,2 - Regular,35,Access/Login,Request,2 - Normal,2 - Medium,0,3 - Highly satisfied
53876,1907,4 - Management,49,Systems,Request,2 - Normal,0 - Unassigned,22,2 - Satisfied
53877,1863,2 - Regular,42,Access/Login,Request,2 - Normal,1 - Low,0,3 - Highly satisfied
53878,627,1 - Junior,20,Systems,Issue,2 - Normal,0 - Unassigned,3,2 - Satisfied
53879,17,2 - Regular,7,Systems,Request,2 - Normal,2 - Medium,20,3 - Highly satisfied
53880,713,4 - Management,10,Hardware,Request,3 - Major,3 - High,11,0 - Unknown
53881,1137,2 - Regular,15,Systems,Request,2 - Normal,1 - Low,6,3 - Highly satisfied
53882,26,1 - Junior,48,Hardware,Request,2 - Normal,2 - Medium,13,2 - Satisfied
53883,1464,3 - Senior,27,Systems,Issue,3 - Major,3 - High,5,3 - Highly satisfied
53884,1117,2 - Regular,11,Systems,Request,2 - Normal,2 - Medium,24,0 - Unknown
53885,704,2 - Regular,28,Systems,Request,2 - Normal,1 - Low,15,0 - Unknown
53886,1799,4 - Management,36,Systems,Issue,2 - Normal,2 - Medium,1,2 - Satisfied
53887,387,2 - Regular,20,Systems,Request,2 - Normal,2 - Medium,23,1 - Unsatisfied
53888,175,1 - Junior,35,Systems,Request,2 - Normal,2 - Medium,14,0 - Unknown
53889,515,3 - Senior,44,Access/Login,Issue,4 - Critical,3 - High,0,2 - Satisfied
53890,1043,2 - Regular,33,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
53891,926,2 - Regular,5,Systems,Issue,2 - Normal,1 - Low,5,3 - Highly satisfied
53892,1342,3 - Senior,3,Hardware,Request,2 - Normal,3 - High,29,0 - Unknown
53893,1727,1 - Junior,17,Access/Login,Request,0 - Unclassified,0 - Unassigned,0,3 - Highly satisfied
53894,977,2 - Regular,6,Systems,Request,2 - Normal,1 - Low,16,1 - Unsatisfied
53895,1348,4 - Management,49,Systems,Request,2 - Normal,3 - High,14,3 - Highly satisfied
53896,623,2 - Regular,41,Software,Issue,2 - Normal,2 - Medium,1,1 - Unsatisfied
53897,1496,2 - Regular,44,Systems,Request,2 - Normal,2 - Medium,9,1 - Unsatisfied
53898,634,2 - Regular,25,Software,Request,2 - Normal,3 - High,9,2 - Satisfied
53899,628,1 - Junior,48,Software,Issue,2 - Normal,0 - Unassigned,2,0 - Unknown
53900,261,2 - Regular,34,Software,Issue,2 - Normal,2 - Medium,0,3 - Highly satisfied
53901,1419,1 - Junior,12,Systems,Request,2 - Normal,0 - Unassigned,13,0 - Unknown
53902,1969,3 - Senior,19,Access/Login,Issue,2 - Normal,0 - Unassigned,0,0 - Unknown
53903,514,2 - Regular,44,Software,Request,2 - Normal,3 - High,5,0 - Unknown
53904,1925,2 - Regular,43,Software,Request,2 - Normal,3 - High,3,3 - Highly satisfied
53905,748,3 - Senior,40,Software,Request,2 - Normal,3 - High,5,3 - Highly satisfied
53906,1149,2 - Regular,14,Software,Request,2 - Normal,2 - Medium,11,2 - Satisfied
53907,138,4 - Management,30,Systems,Issue,2 - Normal,3 - High,2,3 - Highly satisfied
53908,203,3 - Senior,16,Systems,Request,2 - Normal,2 - Medium,5,3 - Highly satisfied
53909,1036,3 - Senior,7,Systems,Request,2 - Normal,3 - High,20,0 - Unknown
53910,1679,2 - Regular,34,Access/Login,Issue,2 - Normal,1 - Low,0,3 - Highly satisfied
53911,1022,1 - Junior,27,Access/Login,Request,2 - Normal,2 - Medium,0,2 - Satisfied
53912,1049,3 - Senior,44,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
53913,1103,4 - Management,27,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
53914,30,2 - Regular,39,Software,Request,2 - Normal,0 - Unassigned,17,1 - Unsatisfied
53915,585,4 - Management,34,Software,Request,2 - Normal,3 - High,3,3 - Highly satisfied
53916,194,4 - Management,48,Hardware,Issue,2 - Normal,3 - High,6,1 - Unsatisfied
53917,1101,4 - Management,39,Software,Request,2 - Normal,2 - Medium,13,0 - Unknown
53918,1027,1 - Junior,35,Systems,Request,2 - Normal,3 - High,7,3 - Highly satisfied
53919,112,3 - Senior,25,Access/Login,Issue,2 - Normal,3 - High,0,1 - Unsatisfied
53920,1869,2 - Regular,13,Access/Login,Request,2 - Normal,3 - High,1,3 - Highly satisfied
53921,361,2 - Regular,19,Software,Request,2 - Normal,3 - High,3,0 - Unknown
53922,55,3 - Senior,10,Systems,Request,2 - Normal,0 - Unassigned,5,1 - Unsatisfied
53923,1204,1 - Junior,7,Software,Issue,2 - Normal,2 - Medium,11,0 - Unknown
53924,1784,4 - Management,9,Hardware,Request,2 - Normal,0 - Unassigned,11,0 - Unknown
53925,202,4 - Management,23,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
53926,586,4 - Management,33,Software,Request,2 - Normal,2 - Medium,6,1 - Unsatisfied
53927,1862,2 - Regular,21,Software,Request,2 - Normal,3 - High,2,0 - Unknown
53928,1354,4 - Management,11,Systems,Request,2 - Normal,3 - High,12,0 - Unknown
53929,958,4 - Management,11,Systems,Issue,2 - Normal,3 - High,5,1 - Unsatisfied
53930,497,2 - Regular,43,Access/Login,Issue,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
53931,1883,2 - Regular,49,Systems,Request,2 - Normal,2 - Medium,22,0 - Unknown
53932,544,2 - Regular,47,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
53933,1943,1 - Junior,47,Access/Login,Issue,2 - Normal,1 - Low,0,3 - Highly satisfied
53934,1239,2 - Regular,1,Systems,Request,2 - Normal,2 - Medium,23,0 - Unknown
53935,174,4 - Management,21,Software,Issue,2 - Normal,3 - High,3,0 - Unknown
53936,1702,4 - Management,31,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
53937,979,3 - Senior,36,Hardware,Issue,2 - Normal,3 - High,6,0 - Unknown
53938,940,2 - Regular,49,Software,Request,2 - Normal,0 - Unassigned,9,2 - Satisfied
53939,1926,2 - Regular,31,Access/Login,Issue,0 - Unclassified,1 - Low,0,3 - Highly satisfied
53940,1875,3 - Senior,31,Hardware,Request,2 - Normal,3 - High,14,2 - Satisfied
53941,1004,2 - Regular,35,Systems,Request,2 - Normal,2 - Medium,8,2 - Satisfied
53942,1006,4 - Management,22,Systems,Request,2 - Normal,2 - Medium,23,1 - Unsatisfied
53943,882,3 - Senior,22,Systems,Request,2 - Normal,0 - Unassigned,13,1 - Unsatisfied
53944,455,2 - Regular,25,Systems,Issue,2 - Normal,2 - Medium,13,1 - Unsatisfied
53945,1341,2 - Regular,33,Access/Login,Request,2 - Normal,1 - Low,0,3 - Highly satisfied
53946,1219,2 - Regular,35,Systems,Issue,2 - Normal,3 - High,1,2 - Satisfied
53947,499,2 - Regular,49,Hardware,Request,2 - Normal,3 - High,32,1 - Unsatisfied
53948,1370,4 - Management,7,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2 - Satisfied
53949,1846,2 - Regular,26,Systems,Issue,2 - Normal,3 - High,1,0 - Unknown
53950,7,4 - Management,48,Software,Request,2 - Normal,3 - High,4,1 - Unsatisfied
53951,1936,2 - Regular,30,Hardware,Issue,2 - Normal,2 - Medium,6,3 - Highly satisfied
53952,695,3 - Senior,39,Systems,Issue,2 - Normal,3 - High,5,0 - Unknown
53953,1621,3 - Senior,4,Systems,Request,2 - Normal,3 - High,16,1 - Unsatisfied
53954,590,4 - Management,33,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
53955,367,2 - Regular,5,Systems,Issue,2 - Normal,2 - Medium,1,3 - Highly satisfied
53956,1975,4 - Management,15,Hardware,Request,2 - Normal,0 - Unassigned,10,0 - Unknown
53957,211,1 - Junior,14,Software,Request,2 - Normal,2 - Medium,10,1 - Unsatisfied
53958,1179,4 - Management,5,Hardware,Request,2 - Normal,3 - High,11,1 - Unsatisfied
53959,23,2 - Regular,1,Systems,Request,2 - Normal,3 - High,19,1 - Unsatisfied
53960,1369,2 - Regular,23,Systems,Request,2 - Normal,0 - Unassigned,10,1 - Unsatisfied
53961,506,2 - Regular,4,Software,Issue,2 - Normal,2 - Medium,11,1 - Unsatisfied
53962,1318,4 - Management,24,Systems,Issue,2 - Normal,3 - High,2,3 - Highly satisfied
53963,1166,1 - Junior,1,Systems,Request,2 - Normal,1 - Low,14,1 - Unsatisfied
53964,1795,1 - Junior,50,Software,Request,2 - Normal,1 - Low,11,1 - Unsatisfied
53965,1082,4 - Management,8,Hardware,Request,2 - Normal,3 - High,10,3 - Highly satisfied
53966,1874,1 - Junior,27,Software,Request,2 - Normal,0 - Unassigned,2,2 - Satisfied
53967,949,2 - Regular,27,Hardware,Request,3 - Major,0 - Unassigned,11,3 - Highly satisfied
53968,1727,1 - Junior,4,Access/Login,Issue,2 - Normal,3 - High,0,0 - Unknown
53969,661,4 - Management,35,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
53970,697,4 - Management,20,Systems,Request,2 - Normal,0 - Unassigned,6,2 - Satisfied
53971,1538,4 - Management,27,Software,Request,2 - Normal,0 - Unassigned,6,3 - Highly satisfied
53972,681,4 - Management,36,Access/Login,Issue,2 - Normal,2 - Medium,0,0 - Unknown
53973,1223,2 - Regular,7,Systems,Request,2 - Normal,3 - High,15,2 - Satisfied
53974,722,1 - Junior,46,Systems,Issue,2 - Normal,0 - Unassigned,15,1 - Unsatisfied
53975,1816,3 - Senior,37,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
53976,1958,4 - Management,35,Systems,Request,2 - Normal,3 - High,6,1 - Unsatisfied
53977,1356,2 - Regular,19,Hardware,Request,2 - Normal,3 - High,11,1 - Unsatisfied
53978,1590,4 - Management,39,Access/Login,Issue,2 - Normal,3 - High,2,2 - Satisfied
53979,974,4 - Management,5,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
53980,838,2 - Regular,30,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
53981,469,2 - Regular,4,Software,Request,2 - Normal,1 - Low,12,0 - Unknown
53982,1245,2 - Regular,46,Systems,Issue,2 - Normal,1 - Low,14,1 - Unsatisfied
53983,1426,4 - Management,7,Systems,Request,2 - Normal,0 - Unassigned,19,2 - Satisfied
53984,776,3 - Senior,5,Software,Request,2 - Normal,0 - Unassigned,5,1 - Unsatisfied
53985,825,2 - Regular,42,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
53986,1938,2 - Regular,46,Software,Request,2 - Normal,1 - Low,9,2 - Satisfied
53987,1699,3 - Senior,23,Software,Request,2 - Normal,0 - Unassigned,10,0 - Unknown
53988,279,2 - Regular,44,Systems,Request,2 - Normal,2 - Medium,16,1 - Unsatisfied
53989,1370,4 - Management,26,Systems,Issue,2 - Normal,2 - Medium,5,3 - Highly satisfied
53990,370,2 - Regular,28,Hardware,Request,2 - Normal,0 - Unassigned,39,1 - Unsatisfied
53991,420,3 - Senior,19,Access/Login,Issue,4 - Critical,0 - Unassigned,1,2 - Satisfied
53992,1449,2 - Regular,5,Hardware,Request,2 - Normal,2 - Medium,30,3 - Highly satisfied
53993,622,2 - Regular,12,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
53994,1486,3 - Senior,45,Software,Request,2 - Normal,3 - High,2,3 - Highly satisfied
53995,1860,1 - Junior,14,Systems,Request,2 - Normal,1 - Low,15,3 - Highly satisfied
53996,541,1 - Junior,31,Systems,Request,2 - Normal,0 - Unassigned,9,3 - Highly satisfied
53997,1958,4 - Management,38,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
53998,1671,2 - Regular,44,Hardware,Request,2 - Normal,0 - Unassigned,26,3 - Highly satisfied
53999,481,3 - Senior,37,Systems,Issue,2 - Normal,3 - High,2,3 - Highly satisfied
54000,1562,4 - Management,23,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
54001,1078,1 - Junior,33,Access/Login,Issue,2 - Normal,3 - High,0,0 - Unknown
54002,1719,1 - Junior,19,Access/Login,Request,3 - Major,1 - Low,0,1 - Unsatisfied
54003,1331,2 - Regular,27,Hardware,Issue,4 - Critical,3 - High,7,3 - Highly satisfied
54004,1754,1 - Junior,24,Systems,Issue,2 - Normal,1 - Low,6,2 - Satisfied
54005,704,2 - Regular,36,Access/Login,Issue,2 - Normal,2 - Medium,0,0 - Unknown
54006,650,2 - Regular,27,Systems,Request,2 - Normal,1 - Low,12,3 - Highly satisfied
54007,211,1 - Junior,33,Hardware,Request,2 - Normal,2 - Medium,31,1 - Unsatisfied
54008,1314,2 - Regular,21,Software,Request,2 - Normal,1 - Low,3,0 - Unknown
54009,1209,4 - Management,14,Systems,Request,2 - Normal,3 - High,7,1 - Unsatisfied
54010,1190,2 - Regular,22,Hardware,Request,3 - Major,0 - Unassigned,26,0 - Unknown
54011,610,2 - Regular,41,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
54012,1523,4 - Management,24,Systems,Request,3 - Major,0 - Unassigned,8,0 - Unknown
54013,432,3 - Senior,7,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
54014,1405,2 - Regular,27,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
54015,117,2 - Regular,1,Systems,Request,2 - Normal,3 - High,15,1 - Unsatisfied
54016,335,4 - Management,17,Software,Request,2 - Normal,3 - High,6,1 - Unsatisfied
54017,1784,4 - Management,7,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
54018,1027,1 - Junior,2,Access/Login,Request,2 - Normal,1 - Low,0,3 - Highly satisfied
54019,200,3 - Senior,2,Software,Request,2 - Normal,1 - Low,3,2 - Satisfied
54020,269,2 - Regular,9,Systems,Request,2 - Normal,3 - High,7,3 - Highly satisfied
54021,1241,2 - Regular,16,Software,Request,2 - Normal,0 - Unassigned,2,1 - Unsatisfied
54022,1148,2 - Regular,30,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
54023,703,2 - Regular,34,Systems,Request,2 - Normal,1 - Low,6,3 - Highly satisfied
54024,532,2 - Regular,29,Access/Login,Request,2 - Normal,1 - Low,0,3 - Highly satisfied
54025,1255,1 - Junior,21,Software,Request,2 - Normal,3 - High,7,3 - Highly satisfied
54026,1561,3 - Senior,21,Systems,Request,2 - Normal,3 - High,9,0 - Unknown
54027,1143,2 - Regular,26,Systems,Request,2 - Normal,2 - Medium,15,3 - Highly satisfied
54028,267,2 - Regular,19,Systems,Request,3 - Major,2 - Medium,18,0 - Unknown
54029,725,3 - Senior,20,Hardware,Issue,2 - Normal,3 - High,9,0 - Unknown
54030,1068,2 - Regular,35,Software,Request,2 - Normal,2 - Medium,3,2 - Satisfied
54031,1342,3 - Senior,45,Hardware,Issue,2 - Normal,0 - Unassigned,6,2 - Satisfied
54032,586,4 - Management,24,Systems,Request,2 - Normal,3 - High,6,2 - Satisfied
54033,1389,2 - Regular,3,Systems,Request,2 - Normal,1 - Low,15,2 - Satisfied
54034,44,3 - Senior,6,Hardware,Request,2 - Normal,3 - High,35,0 - Unknown
54035,1777,3 - Senior,24,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
54036,1396,4 - Management,18,Access/Login,Issue,2 - Normal,3 - High,1,2 - Satisfied
54037,1755,2 - Regular,14,Hardware,Issue,2 - Normal,1 - Low,19,0 - Unknown
54038,1671,2 - Regular,30,Access/Login,Request,3 - Major,2 - Medium,0,2 - Satisfied
54039,1000,3 - Senior,3,Software,Request,2 - Normal,3 - High,12,3 - Highly satisfied
54040,115,2 - Regular,8,Access/Login,Issue,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
54041,1034,2 - Regular,2,Software,Request,2 - Normal,1 - Low,4,3 - Highly satisfied
54042,946,1 - Junior,26,Systems,Request,2 - Normal,0 - Unassigned,21,2 - Satisfied
54043,1324,1 - Junior,29,Systems,Request,2 - Normal,0 - Unassigned,12,3 - Highly satisfied
54044,1739,2 - Regular,29,Access/Login,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
54045,527,2 - Regular,4,Access/Login,Issue,3 - Major,0 - Unassigned,1,2 - Satisfied
54046,1540,1 - Junior,25,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
54047,845,2 - Regular,15,Access/Login,Request,2 - Normal,1 - Low,0,3 - Highly satisfied
54048,558,1 - Junior,9,Hardware,Request,2 - Normal,0 - Unassigned,29,2 - Satisfied
54049,1000,3 - Senior,4,Systems,Request,2 - Normal,0 - Unassigned,23,3 - Highly satisfied
54050,1966,2 - Regular,7,Software,Request,2 - Normal,0 - Unassigned,9,0 - Unknown
54051,1666,1 - Junior,16,Systems,Request,2 - Normal,0 - Unassigned,5,2 - Satisfied
54052,1917,4 - Management,47,Access/Login,Request,2 - Normal,2 - Medium,0,3 - Highly satisfied
54053,1181,2 - Regular,43,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
54054,498,2 - Regular,15,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
54055,1820,1 - Junior,29,Systems,Request,2 - Normal,2 - Medium,7,0 - Unknown
54056,1429,4 - Management,11,Access/Login,Request,2 - Normal,0 - Unassigned,1,3 - Highly satisfied
54057,72,1 - Junior,7,Systems,Request,2 - Normal,1 - Low,13,1 - Unsatisfied
54058,1173,4 - Management,9,Systems,Request,2 - Normal,3 - High,9,1 - Unsatisfied
54059,1220,2 - Regular,12,Access/Login,Issue,2 - Normal,3 - High,0,0 - Unknown
54060,576,3 - Senior,22,Software,Request,2 - Normal,3 - High,12,2 - Satisfied
54061,1213,1 - Junior,11,Access/Login,Request,2 - Normal,1 - Low,2,0 - Unknown
54062,417,2 - Regular,16,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
54063,1371,1 - Junior,20,Systems,Issue,2 - Normal,2 - Medium,3,0 - Unknown
54064,1188,1 - Junior,45,Systems,Request,2 - Normal,3 - High,7,3 - Highly satisfied
54065,1711,4 - Management,12,Systems,Request,2 - Normal,3 - High,10,0 - Unknown
54066,1007,3 - Senior,49,Software,Request,2 - Normal,1 - Low,9,2 - Satisfied
54067,444,2 - Regular,24,Access/Login,Request,3 - Major,3 - High,0,2 - Satisfied
54068,1479,2 - Regular,1,Systems,Request,2 - Normal,3 - High,16,1 - Unsatisfied
54069,582,2 - Regular,7,Systems,Issue,2 - Normal,0 - Unassigned,4,0 - Unknown
54070,731,4 - Management,15,Hardware,Request,2 - Normal,2 - Medium,15,3 - Highly satisfied
54071,1023,1 - Junior,22,Access/Login,Issue,2 - Normal,2 - Medium,0,1 - Unsatisfied
54072,228,4 - Management,43,Systems,Issue,2 - Normal,3 - High,2,1 - Unsatisfied
54073,1444,4 - Management,5,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
54074,1444,4 - Management,46,Access/Login,Request,2 - Normal,3 - High,1,1 - Unsatisfied
54075,300,3 - Senior,20,Systems,Issue,2 - Normal,3 - High,1,0 - Unknown
